text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
please make sure that courier hand over right person,1,1,4,fallback_support,1
delivery person should call alternate number,1,1,4,support,1
fast familiar service,1,1,4,fallback_support,2
packet opening not allowed issue,0,0,4,fallback_support,0
delivery not attempted at same address,1,1,0,delay,1
fake product replacement requested,0,0,7,refund,0
good experience with service,2,2,4,fallback_support,2
delivered within a day thank you,2,2,4,fallback_support,2
welcome kit not delivered yet marked delivered,0,0,0,delay,0
outstanding support service,2,2,4,support,2
box damage,0,0,2,damage_lost,0
service not good staff behaviour bad,0,0,3,behaviour,0
very satisfy with your work,2,2,4,fallback_support,2
delivery not at our address,0,0,4,fallback_support,1
did not receive anything,0,0,2,damage_lost,0
do not receive parcel how can you say it delivered,0,0,4,fallback_support,1
great communication with delivery person,2,2,4,fallback_support,2
keep it up,1,1,4,fallback_support,1
product return,1,1,7,refund,1
very good delivery person,2,2,4,fallback_support,2
parcel stuck at center had to collect personally not worth delivery fee,0,0,6,pricing,0
did not order this item,0,0,4,fallback_support,1
item not delivered,1,0,4,fallback_support,0
delivery boy unresponsive had to collect from office,0,0,4,fallback_support,1
delivery person rude addressing customer,0,0,3,behaviour,0
delivery agent polite respectful,2,2,4,fallback_support,2
IDFC bank service excellent,2,2,4,fallback_support,2
order never reached me,1,1,4,fallback_support,1
great delivery service on time,2,2,4,fallback_support,2
fast delivery good updates,2,2,4,fallback_support,2
bank shipment returned undelivered,1,1,7,refund,1
speed delivery of product,1,1,4,fallback_support,1
please change details,1,1,4,fallback_support,1
cancel order,1,1,4,fallback_support,1
reduce delivery charges request,1,1,4,fallback_support,1
good service,1,2,4,fallback_support,2
continue same approach,1,1,4,fallback_support,1
delivery agent did not reach exact location,0,0,4,fallback_support,1
card available from november at bluedart office,1,1,4,fallback_support,1
timely parcel updates,1,1,4,fallback_support,2
customer support excellent,2,2,4,support,2
parcel not received yet,1,1,2,damage_lost,0
parcel marked delivered but not received,0,0,2,damage_lost,0
delay without reason for days,1,0,0,delay,0
didnt call before delivery and handed parcel to unknown person,0,0,4,support,1
transparency needed please call me,1,1,4,support,1
delivery boy behaved very badly,0,0,4,fallback_support,0
fraud product received,0,0,4,fallback_support,1
Yas ,1,1,4,fallback_support,1
deliver not at time,1,1,4,fallback_support,1
parcel not received personally,0,0,2,damage_lost,0
arrogant delivery boy behaviour,0,0,3,behaviour,1
delivery boy asked me to come outside instead of home,0,0,4,fallback_support,1
online verification improvement suggestion,1,1,4,fallback_support,1
product handed to unknown person,0,0,4,fallback_support,1
on nd attempt,1,1,4,fallback_support,1
courier service not interested,0,0,4,fallback_support,1
delivery ok,1,1,4,fallback_support,1
delivery agent attitude very good,2,2,4,fallback_support,2
expand delivery area,1,1,4,fallback_support,1
cancelled order still delivered to security,0,0,4,fallback_support,1
product broken on delivery,0,0,2,damage_lost,0
fake parcel received fraud,0,0,4,fallback_support,0
frustrating slow delivery extremely disappointed,0,0,4,fallback_support,1
parcel not delivered on time repeated delays delivery boy did not attempt delivery office blamed staff leave,0,0,0,delay,0
didnt receive package my address change,0,0,4,fallback_support,1
status shows delivered but not delivered,0,0,4,fallback_support,0
into,1,1,4,fallback_support,1
didnt receive shipment,0,0,4,fallback_support,1
product change return manipulation issue,1,0,7,refund,0
excellent service thank you please call recipient before delivery,2,2,4,support,2
good dealing and service,2,2,4,fallback_support,2
service of local agent very poor they wait day deliver that too after contact them,0,0,4,support,0
Ycohxiyxi,1,1,4,fallback_support,1
delivery excellent,2,2,4,fallback_support,2
Overall all good experience and time consuming process,2,2,4,fallback_support,2
Coming from ICICI bank my experience has been great while opening the account knowledgeable staff helpful service,2,2,4,fallback_support,2
parcel not received but delivery message sent,0,0,2,damage_lost,0
pathetic experience overall,1,1,4,fallback_support,1
delivery partner very kind and humble,2,2,4,fallback_support,2
fraud service cheaters,0,0,4,fallback_support,1
offensive language feedback,1,1,6,pricing,1
sandip bhai polte cooperative in deliver product,1,1,4,fallback_support,1
brilliant,1,1,4,fallback_support,1
parcel delayed despite reaching city had to collect from hub,0,0,0,delay,0
all ok for now,1,1,4,fallback_support,1
item broken in parcel,0,0,2,damage_lost,0
no return link available how to return,1,1,7,refund,1
product quality below expectation,0,0,4,fallback_support,1
take too much time deliver orderdelayed delivery,0,0,0,delay,0
should provide delivery contact number,1,1,4,support,1
delivery partner rude misbehaved,0,0,3,behaviour,0
havent received parcel yet,1,1,4,fallback_support,1
very late delivery poor support,0,0,0,delay,0
good procedure,2,2,4,fallback_support,2
please provide phone number with shipment,1,1,4,fallback_support,1
courier not delivered to home,1,0,4,fallback_support,0
not received,0,0,2,damage_lost,0
pol,1,1,4,fallback_support,1
delivery demanded full ID proof suspicious behavior,1,1,3,behaviour,1
delivery date missed repeated false messages,1,1,4,fallback_support,1
all is well,1,1,4,fallback_support,1
im happy,2,2,4,fallback_support,2
package delivered safely,2,2,4,fallback_support,2
not received but marked delivered,1,1,2,damage_lost,0
fraud website low quality watch no refund,0,0,7,refund,0
late delivery should avoid,1,0,0,delay,0
delivery service not good,0,0,4,fallback_support,2
order stuck near hub for half day,0,0,4,fallback_support,0
mera parcel day ke baad mila h wo bhi mujhe khud jana pda h courior centre,1,1,4,fallback_support,1
have not received any parcel,0,0,2,damage_lost,0
good bank and service,2,2,4,fallback_support,2
delivery correct suggestion to call before arrival,1,1,4,support,1
product does not fit phone,1,1,4,fallback_support,1
worst service regional delay,0,0,0,delay,0
bad,0,0,4,fallback_support,0
order not received but marked delivered,0,0,2,damage_lost,0
service,1,1,4,fallback_support,1
delivery tracking shows delivered but not received,0,0,2,damage_lost,0
make delivery more timely expected yesterday,1,1,4,fallback_support,2
very late delivery false premise closed update,0,0,0,delay,0
courier did not deliver card claimed no response twice,0,0,4,support,0
pathetic service,1,1,4,fallback_support,1
have not received my package,0,0,2,damage_lost,0
superb,2,2,4,fallback_support,2
your delivery agent throw rhe product call recording of what he say he accept he throw parcel he do that again what kind of behaviour this he didnt give my parcel my mother respectfully,0,0,3,behaviour,1
delivery not received,1,1,2,damage_lost,0
on time delivery satisfied,1,1,4,fallback_support,2
please cancel product and contact immediately,1,1,4,support,1
day bad delivery slow service,0,0,0,delay,0
excellent,2,2,4,fallback_support,2
bad product scam,0,0,4,fallback_support,0
material not delivered,0,0,4,fallback_support,0
very nice service jai hind,2,2,4,fallback_support,2
parcel delivered late,1,0,0,delay,0
worst delivery experience received after one month,0,0,4,fallback_support,0
wrong product received refund required,0,0,7,refund,0
didnt receive at residence need clarification,1,1,4,fallback_support,1
delivery person call day ago,1,1,4,support,1
delivery marked delivered but parcel not received,0,0,2,damage_lost,0
card not delivered yet,0,0,0,delay,0
fast delivery all update on time,2,2,4,fallback_support,2
request clearing old obligations otherwise service good,2,2,4,fallback_support,2
love agent behaviour,2,2,3,behaviour,2
protein bar missing poor packing,0,0,4,fallback_support,0
please deliver medicine before evening,1,1,4,fallback_support,1
delivery person did not contact repeatedly,0,0,3,behaviour,1
delivery boy not polite,0,0,3,behaviour,2
confusing communication difficult to connect,0,0,4,fallback_support,1
fast service,2,2,4,fallback_support,2
product delivered smoothly in good condition polite delivery boy,2,2,4,fallback_support,2
shipment not received,0,0,2,damage_lost,0
why parcel delivered to someone else,1,1,4,fallback_support,1
easy doorstep delivery process,1,1,4,fallback_support,1
sometimes local delay observed,1,0,0,delay,0
bad quality product,0,0,4,fallback_support,0
improve door step delivery,1,1,4,fallback_support,1
delivery partner well behave,1,1,4,fallback_support,1
product very bad want return,1,0,7,refund,0
delivery service delayed 4 days for short distance unprofessional,0,0,0,delay,0
deliver within estimated date,1,1,4,fallback_support,1
please confirm address on call,1,1,4,support,1
delivery agent gave false assurance lied about delivery,0,0,4,fallback_support,1
delivery person rude cancelled order,0,0,3,behaviour,0
parcel not delivered for days staff not interested in delivery poor service not recommended,0,0,4,fallback_support,0
medicine refused without contact very bad service,0,0,4,support,0
it not deliver visit office pick up after long follow up pathetic service,0,0,4,support,1
parcel thrown into mud by delivery staff,0,0,4,fallback_support,1
service good fast but improve connectivity day by day,2,2,4,fallback_support,2
open box received broken bottle inside,0,0,2,damage_lost,0
tell your staff maintain some patience while have conversation,1,1,4,fallback_support,1
no query,1,1,4,support,1
cash payment issue,1,0,6,pricing,0
no delivery contact but parcel marked delivered unacceptable,0,0,4,support,1
different colour delivered,0,0,4,fallback_support,1
delivery on promised date appreciated,2,2,4,fallback_support,2
love polite behaviour of delivery agent,2,2,3,behaviour,2
parcel given to unknown person,1,1,4,fallback_support,1
document delivered on time will recommend bluedart,2,2,4,fallback_support,2
need rural delivery improvement,1,1,4,fallback_support,1
home delivery preference,1,1,4,fallback_support,1
excellent prompt delivery communication,2,2,4,fallback_support,2
delivery slow,0,0,0,delay,0
very happy with delivery partner behaviour,2,2,3,behaviour,2
prashant always polite and on time,2,2,4,fallback_support,2
let customer know exact delivery date instead of apologizing later,1,0,0,delay,0
delivery delayed by almost month,0,0,0,delay,0
try deliver next day,1,1,4,fallback_support,1
very bad delivery experience,0,0,4,fallback_support,0
delivery delayed compared to tracking date,0,0,0,delay,0
wrong order delivered very bad,0,0,4,fallback_support,0
excellent delivery behaviour thanks bluedart,1,2,3,behaviour,2
do not receive parcel,0,0,4,fallback_support,1
delivery agent did not call before delivery,0,0,3,behaviour,1
yoyo honey singh,1,1,4,fallback_support,1
let delivery happen,1,1,4,fallback_support,1
my icici bank credit card not deliver,0,0,4,fallback_support,1
delivery very fast,2,2,4,fallback_support,2
on doorstep,1,1,4,fallback_support,1
delivery staff very rude and unprofessional language,0,0,3,behaviour,0
incorrect delivery details,1,1,1,wrong_delivery,0
account opening process is very fast,2,2,4,fallback_support,2
minimal call deliver at st floor,1,1,4,support,1
it is okay overall,1,1,4,fallback_support,1
deliver product properly,1,1,4,fallback_support,1
no call from delivery executive,1,1,3,behaviour,1
receive product in good condition on time quality excellent,2,2,4,fallback_support,2
very bad delivery,0,0,4,fallback_support,0
delivery agent number should be shared,1,1,4,fallback_support,1
partner did not contact me,1,1,3,behaviour,1
it show out for delivery since last day but in track it show customer refuse a no one come deliver or even contact me for delivery pathetic service,0,0,5,tracking,1
no regret satisfied,2,2,4,fallback_support,2
do not receive my parcel,0,0,4,fallback_support,1
very good delivery service by team,2,2,4,fallback_support,2
low quality product,0,0,4,fallback_support,1
excellent delivery service keep it up,2,2,4,fallback_support,2
late delivery but resolved after contacting customer care,1,0,0,delay,0
product damaged perfume bottle empty,0,0,2,damage_lost,0
share delivery time slot,1,1,4,fallback_support,1
return request raised,1,1,7,refund,1
service bad overall,1,0,4,fallback_support,0
nice behaviour by staff,2,2,3,behaviour,2
thanks for support,2,2,4,support,2
veery rude staff they call all people pic parcel in office why we go office for pic where delivery partner why he not delivery,0,0,3,behaviour,0
parcel left with security without informing,1,1,4,fallback_support,1
delivery boy conversation rude,0,0,3,behaviour,0
nice service and good delivery person,2,2,4,fallback_support,2
parcel marked not available without call,0,0,4,support,1
provide RTO paperwork fast,1,1,4,fallback_support,2
alternate number otp option required,1,1,4,fallback_support,1
your delivery lovely,2,2,4,fallback_support,2
open package delivery suggestion,1,1,4,fallback_support,1
very rude delivery partner no patience,0,0,3,behaviour,0
parcel left on doorstep without informing,1,1,4,fallback_support,1
parcel delivered to wrong location,0,0,1,wrong_delivery,0
false address remarks never call customer,0,0,4,support,1
it good service,2,2,4,fallback_support,2
delivery boy collected money despite prepaid order,0,0,4,fallback_support,1
delivered after weeks forced pickup,1,1,4,fallback_support,1
delivery time not met poor service,0,0,4,fallback_support,0
courier boy behaved unprofessionally refused office delivery,0,0,3,behaviour,0
effective reliable delivery parcel also well deliver on time too thankyou bhaiya,2,2,4,fallback_support,2
abusive language very poor service,0,0,4,fallback_support,0
delivered one day late,1,0,0,delay,0
Plz make sure ur deliver boy can read d board on houses he cant read an English name on house,1,1,4,fallback_support,1
online account management improvement suggestion,1,1,4,fallback_support,1
delivery staff lacks basic manners very poor,0,0,4,fallback_support,0
received wrong product want correct item,0,0,4,fallback_support,0
bank commission suggestion,1,1,4,fallback_support,1
professional service,2,2,4,fallback_support,2
courier not delivered,0,0,4,fallback_support,0
delivery one day late,0,0,0,delay,0
very rude staff,0,0,3,behaviour,0
delivery related feedback,1,0,0,delay,0
stitching defect inner pocket torn,0,0,2,damage_lost,0
delivery boy very polite good service,2,2,4,fallback_support,2
worst experience ever,1,0,4,fallback_support,0
Already said in first option in details please check,1,1,4,fallback_support,1
wm not polite,0,0,3,behaviour,2
worst service no call forced office pickup,1,0,3,behaviour,0
didnt receive coruier mark deliver,1,1,4,fallback_support,1
delivery agent behaviour not satisfactory,0,0,3,behaviour,1
friendly helpful,2,2,4,fallback_support,2
fraud ordered flash drive received mobile cover,0,0,4,fallback_support,1
fake delivery status consignee unavailable,0,0,5,tracking,0
very bad,0,0,4,fallback_support,0
delivery experience terrible,0,0,4,fallback_support,1
delivery staff misbehaved while delivering documents,0,0,3,behaviour,1
return parcel requested,1,1,7,refund,1
parcel undelivered,0,0,4,fallback_support,1
delivery agent drunk and spamming calls,0,0,4,support,1
no door delivery in some areas please improve,1,1,4,fallback_support,1
transparent reason for non delivery required,1,1,4,fallback_support,1
atm card received but google services not working please call,1,1,4,support,1
parcel not received after long wait,0,0,2,damage_lost,0
delivery person very polite and professional,2,2,4,fallback_support,2
delivery agent fake premise closed remark,0,0,4,fallback_support,0
delivery partner rude and unprofessional strict action required,0,0,3,behaviour,0
xyz,1,1,4,fallback_support,1
delivery guy good,2,2,4,fallback_support,2
colour slightly different but acceptable,1,1,4,fallback_support,1
Pathetic Delivery person Beeresh entered my society,1,1,4,fallback_support,1
delivered to wrong name person,1,0,1,wrong_delivery,0
false customer not available update extremely disappointing,0,0,4,fallback_support,1
late delivery wrong tracking updates no attempt,0,0,0,delay,0
parcel not received,0,0,2,damage_lost,0
smartwatch battery poor,0,0,4,fallback_support,0
delivery boy very friendly and polite,2,2,4,fallback_support,2
have to self collect parcel,1,1,4,fallback_support,1
awesome fast service,2,2,4,fallback_support,2
plz how return this order,1,1,7,refund,1
not so good,0,0,4,fallback_support,2
fraud saaalee,0,0,4,fallback_support,1
delivery delayed without contact details,0,0,0,delay,0
timely delivery satisfactory behaviour,2,2,3,behaviour,2
really appreciate service,2,2,4,fallback_support,2
delivery boy did not come to deliver parcel and kept updating false status,0,0,4,fallback_support,1
delivery too much delayed,0,0,0,delay,0
fast and good delivery service,2,2,4,fallback_support,2
please take back product havent receive it,1,1,4,fallback_support,1
need customer helpline number,1,1,4,support,1
he ask for delevery message dont know why,1,1,4,fallback_support,1
never received courier only delivery message received,1,1,2,damage_lost,1
bad delivery experience,0,0,4,fallback_support,0
please update track id with otp,1,1,5,tracking,1
live tracking needed,1,1,5,tracking,1
delivery staff rude elderly harassment,0,0,3,behaviour,0
box broken,1,1,2,damage_lost,0
not single delivery agent call on provided delivery number not try deliver home address there simply update a address not find in portal it very frustruting for u locate your courier office go there collect parcel it good we itself start delivery work rather than give high repute company like dhl,1,2,4,support,2
wrong picture used for delivery proof,0,0,4,fallback_support,0
Pl Take care and give preference to senior citizen,1,1,4,fallback_support,1
convenient doorstep delivery,2,2,4,fallback_support,2
delivery marked completed but delivered to wrong address,0,0,1,wrong_delivery,0
quick delivery thanks,2,2,4,fallback_support,2
had to pick order from store not delivered,0,0,4,fallback_support,0
average experience not good,0,0,4,fallback_support,2
false delivery report without attempt,0,0,4,fallback_support,1
hr late delivery,1,0,0,delay,0
add contact number and prior intimation system,1,1,4,support,1
delivery person gave missed call asked otp before reaching then disappeared,0,0,4,support,1
false address updates no calls,0,0,3,behaviour,1
delivery late by one day,1,0,0,delay,0
reduce average monthly balance request,1,1,4,fallback_support,1
no response from delivery office,1,1,4,support,0
packet opened and damaged,1,0,2,damage_lost,0
worst delivery agent,0,0,4,fallback_support,0
deliver correct product,1,1,4,fallback_support,1
Very bad experience app crashed during VKYC repeatedly,0,0,4,fallback_support,0
very bad pathetic service,0,0,4,fallback_support,0
on time courteous delivery staff,2,2,4,fallback_support,2
good l,1,2,4,fallback_support,2
size not fit want exchange,1,1,7,refund,1
no delivery attempt while at home,0,0,4,fallback_support,1
happy with service,1,2,4,fallback_support,2
wrong product received fraud website,0,0,4,fallback_support,0
refused exact delivery location,1,1,4,fallback_support,1
had to collect parcel from hub far away customer care did not help,0,0,4,support,1
need call or message before delivery,1,1,4,support,1
not received any shipment,0,0,2,damage_lost,0
fake delivery attempt no contact made,0,0,4,support,0
delivery boy behaved well,2,2,4,fallback_support,2
delivery far from address poor service,0,0,4,fallback_support,0
already best service,2,2,4,fallback_support,2
Overall good experience,2,2,4,fallback_support,2
unable to deliver item on time,0,0,4,fallback_support,2
resolve complaints faster,1,1,4,support,0
good banking service,2,2,4,fallback_support,2
order not received yet,1,1,2,damage_lost,0
excellent behaviour and performance,2,2,3,behaviour,2
good service with good behaviour,2,2,3,behaviour,2
no delivery attempt false house not found remark,0,0,4,fallback_support,1
early delivery very happy,2,2,4,fallback_support,2
want return jeans,1,1,7,refund,1
delivery never attempted at address,0,0,4,fallback_support,1
your service excellent thank you,2,2,4,fallback_support,2
satisfied with delivery,2,2,4,fallback_support,2
delivery time very late,0,0,0,delay,0
packaging was not good,0,0,4,fallback_support,2
need better order tracking details,1,1,5,tracking,1
very poor delayed delivery,0,0,0,delay,0
very fast service happy with bluedart,2,2,4,fallback_support,2
everything good packing and time management excellent,2,2,4,fallback_support,2
delivery person refused to go to first floor and could not understand address,0,0,4,fallback_support,1
Very rude and unprofessional delivery person- Ashish Chowdhury.,0,0,3,behaviour,0
package returned without visiting house marked shifted debit card risk,0,0,7,refund,0
delivery person polite patient satisfied,2,2,4,fallback_support,2
item delivered promptly after confirmation,2,2,4,fallback_support,2
failed delivery had to go depot,0,0,4,fallback_support,1
not delivered to home address collected from store,1,0,4,fallback_support,0
thik hai,1,1,4,fallback_support,1
delivery person asked me to collect parcel otherwise postponed delivery,0,0,0,delay,0
best agent,2,2,4,fallback_support,2
please share tentative delivery time in advance,1,1,4,fallback_support,1
poor service by delivery guy,0,0,4,fallback_support,0
delivery marked refused without attempt,1,1,4,fallback_support,1
behaviour of delivery boy not good,0,0,3,behaviour,2
do not buy product quality poor,0,0,4,fallback_support,0
amazing hassle free delivery cooperative agent,2,2,4,fallback_support,2
bad product delivered,0,0,4,fallback_support,0
parcel delivered to wrong person wrong address,0,0,1,wrong_delivery,0
very slow delivery service,0,0,4,fallback_support,0
forced hub pickup despite address availability,0,0,4,fallback_support,1
my courier delivery do wrong personi didnt receive my courier,0,0,4,fallback_support,0
please give delivery guy proper phone,1,1,4,fallback_support,1
wrong item received please return,0,0,7,refund,0
irrelevant message,1,1,4,fallback_support,1
your delivery service was very late,0,0,0,delay,0
product not received fraud without otp,1,1,2,damage_lost,0
delivery date missed expected earlier delivery,1,1,4,fallback_support,1
received order near location on time,2,2,4,fallback_support,2
product quality poor,1,1,4,fallback_support,0
have go warehouse collect product,1,1,4,fallback_support,1
recipient verification not done,1,1,4,fallback_support,1
do not receive my parcel yet,0,0,4,fallback_support,1
did not receive my order and no call received,0,0,2,damage_lost,0
excellent delivery service,2,2,4,fallback_support,2
very happy,2,2,4,fallback_support,2
delivery boy decent requested advance contact,1,1,4,support,1
delivery person behaved rudely with housewife,0,0,3,behaviour,0
parcel not received for a week had to collect from office,0,0,2,damage_lost,0
good fast service,2,2,4,fallback_support,2
delivery took extra day,1,1,4,fallback_support,1
appreciate prompt delivery kind associate,2,2,4,fallback_support,2
goed wark,1,1,4,fallback_support,1
my last credit card dilevery very bad,0,0,4,fallback_support,0
blue dart best service provider,2,2,4,fallback_support,2
very poor service language and behaviour unacceptable,1,1,3,behaviour,0
Good service provided,2,2,4,fallback_support,2
parcel delivered without my knowledge,0,0,4,fallback_support,1
call at time of delivery requested,1,1,4,support,1
ok recommend,1,1,4,fallback_support,1
delivery partner uncooperative,0,0,4,fallback_support,1
Not satisfied due to customer care service representative not pick the phone,0,0,4,support,2
provide delivery contact number in sms,1,1,4,support,1
delivery product different which order,1,1,4,fallback_support,1
courier marked delivered without delivery unacceptable,0,0,4,fallback_support,1
box squished inside,1,1,4,fallback_support,1
product not working charging issue,0,0,4,fallback_support,0
return requested,1,1,7,refund,1
no suggestion as of now,1,1,4,fallback_support,1
delivery should be to mentioned address only,1,1,4,fallback_support,1
very accurate delivery,1,1,4,fallback_support,1
duplicate parcel fraud,0,0,4,fallback_support,1
did not come on scheduled day,1,1,4,fallback_support,1
not get shipment,1,1,4,fallback_support,1
delivery agent phone number needed,1,1,4,fallback_support,1
excellent account opening support,2,2,4,support,2
tracking info not updated properly,0,0,5,tracking,1
No,1,1,4,fallback_support,1
good gesture,2,2,4,fallback_support,2
delivery partner follows own timing,1,1,4,fallback_support,1
good support by team,2,2,4,support,2
delivery person very rude unacceptable,0,0,3,behaviour,0
do not deliver me,0,0,4,fallback_support,1
out for delivery status only,1,1,4,fallback_support,1
rude behaviour reported,0,0,3,behaviour,0
delivery delay noted,1,0,0,delay,0
very nice service experience,2,2,4,fallback_support,2
good behaviour by staff,2,2,3,behaviour,2
delayed delivery had to visit location,1,0,0,delay,0
reliability generally good,1,2,4,fallback_support,2
not setisfied,1,1,4,fallback_support,1
staff need maturity in customer handling,1,1,4,fallback_support,1
fraudulent parcel attempt reported,0,0,4,fallback_support,1
delivery agent called to locate address,1,1,4,support,1
great job by santosh,2,2,4,fallback_support,2
good service arrive early safe first attempt deliver even if call not get connect delevery person contact through whatsapp call,2,2,4,support,2
service really good,2,2,4,fallback_support,2
location awareness needed,1,1,4,fallback_support,1
delivery person toorude not ready give parcel on my behalf,0,0,3,behaviour,0
excellent service bank staff,2,2,4,fallback_support,2
delivered on correct time,2,2,4,fallback_support,2
delivery agent rude behaviour on cod order,0,0,3,behaviour,0
smooth nre account opening experience appreciated,2,2,4,fallback_support,2
because my watch mush scratch,0,0,4,fallback_support,1
delivery not done no call received,0,0,3,behaviour,1
thank you for delivery,2,2,4,fallback_support,2
delivered on expected date,1,1,4,fallback_support,1
uncoloured old looking product,0,0,4,fallback_support,1
delivery person good polite service,2,2,4,fallback_support,2
not delivered to me,1,0,4,fallback_support,0
delivery denied home address,0,0,4,fallback_support,1
havent receive any thing till now,0,0,4,fallback_support,1
not delivered had to pick up,0,0,4,fallback_support,0
timely systematic delivery,2,2,4,fallback_support,2
package tampered and torn delivery person refused to take responsibility,0,0,2,damage_lost,0
exchange requested return order,1,1,7,refund,1
fraud service cheated me,0,0,4,fallback_support,1
worst delivery service,0,0,4,fallback_support,0
need return,1,1,7,refund,1
delivery failed last day no response,0,0,0,delay,0
thank you,2,2,4,fallback_support,2
service centre behaviour not satisfactory,0,0,3,behaviour,1
manoj pal,1,1,4,fallback_support,1
consignment not yet deliver but status delivered,1,1,5,tracking,1
name of delivered person incorrect unprofessional,0,0,3,behaviour,0
delivery awesome recommend others,2,2,4,fallback_support,2
parcel reached on time,2,2,4,fallback_support,2
delivery delayed followup needed,1,0,0,delay,0
received wrong product instead of ordered item,0,0,4,fallback_support,0
worst service did not respond to calls delivered to someone else address,0,0,4,support,0
staff rude communication complaint,1,0,3,behaviour,0
delivery system should include call feature,1,1,4,support,1
do not receive parcel please check my parcel,0,0,4,fallback_support,1
Employees are polite,1,1,4,fallback_support,2
prior call before delivery requested,1,1,4,support,1
glass case missing,0,0,4,fallback_support,0
fake product vermi compost received instead of herbicide,1,1,4,fallback_support,0
self recived parcel,1,1,4,fallback_support,1
service not good,0,0,4,fallback_support,2
delivery boy commented about future visits,1,1,4,fallback_support,1
very nice nature best behaviour verryverrygood parsan,2,2,3,behaviour,2
delivery staff left parcel with security without calling,0,0,4,support,1
delivery boy did not call second attempt but delivery fast,2,2,3,behaviour,2
item not delivered yet,1,0,0,delay,0
jewellery missing in product,1,0,4,fallback_support,0
parcel delivered to wrong location and not received,0,0,2,damage_lost,0
very poor service local dealer delayed delivery excessively,0,0,0,delay,0
loan amount extra finance query,1,1,4,support,1
he do not deliver parcel mehe take my otp tell me that give you but run away from there without handle parcel,1,1,4,fallback_support,1
product not delivered according to address,0,0,4,fallback_support,0
smiley delivery person fast delivery,2,2,4,fallback_support,2
courier marked delivered but not delivered,0,0,4,fallback_support,0
fraud delivery reported,0,0,4,fallback_support,1
my parcel not deliver me,0,0,4,fallback_support,1
delivery person asked me to come outside society,1,1,4,fallback_support,1
item not delivered no call received,0,0,3,behaviour,0
unknown person received parcel please update,0,0,1,wrong_delivery,0
great service delivery in time,2,2,4,fallback_support,2
delivery promised november but delayed,0,0,0,delay,0
best service overall,1,1,4,fallback_support,1
do not get delivery,0,0,4,fallback_support,1
identity verification needed for correct delivery,1,1,4,fallback_support,1
fantastic service get my parcel day before delivery date,1,1,4,fallback_support,1
delivery guy refused due to stairs,0,0,4,fallback_support,1
delivery date changed customer support unresponsive,1,1,4,support,1
random text feedback,1,1,6,pricing,1
return karma ahe,1,1,7,refund,1
still not received package,0,0,2,damage_lost,0
professional response improved,1,1,4,fallback_support,2
delivery person should be reachable after call,1,1,4,support,1
need delivery associate contact number,1,1,4,support,1
delivery agent threatened order cancellation,1,1,3,behaviour,1
received wrong clothing item,1,0,4,fallback_support,0
thanks for good service,2,2,4,fallback_support,2
fake and dirty product delivered lost my money no exchange option,0,0,2,damage_lost,0
please inform before delivery,1,1,4,fallback_support,1
delivery completed in november,1,1,4,fallback_support,1
never ordered this product money taken from my wife,0,0,4,fallback_support,1
cheque book not delivered,1,0,4,fallback_support,0
very good service thanks,2,2,4,fallback_support,2
very poor delivery,0,0,4,fallback_support,0
bekar hai,1,1,4,fallback_support,1
product color mismatch quality poor return requested,0,0,7,refund,0
parcel delivered four days late very poor service,0,0,0,delay,0
like better,1,1,4,fallback_support,1
credit card not delivered,0,0,4,fallback_support,0
very good service bluedart,2,2,4,fallback_support,2
im not receive document kindly confirm once check dilivery satus,1,1,4,fallback_support,1
user friendly account opening process appreciated,2,2,4,fallback_support,2
well service,1,1,4,fallback_support,1
for kms delivery it take day,1,1,4,fallback_support,1
delivery box compromised suspect replacement,0,0,7,refund,0
where is my parcel,1,1,5,tracking,1
thank you,1,2,4,fallback_support,2
reliable service always,2,2,4,fallback_support,2
delivery boy rude shouted and threatened customer,0,0,3,behaviour,0
need loan amount and interest details,1,1,4,fallback_support,1
wrong perfume delivered,0,0,4,fallback_support,0
return product request,1,1,7,refund,1
delivery completed on promised date,1,1,4,fallback_support,1
delivery person threw parcel without informing unacceptable behaviour,0,0,3,behaviour,1
return order requested,1,1,7,refund,1
wrong product received return needed,0,0,7,refund,0
very delay in delivery do not recommend,0,0,0,delay,0
item returned without contact system issue,0,0,7,refund,0
unclear charges after purchase,1,2,4,fallback_support,1
not received order,0,0,2,damage_lost,0
delay for three days with false tracking info,1,0,0,delay,0
no delivery yet,1,1,0,delay,1
okk,1,1,4,fallback_support,1
product application not working,1,1,4,fallback_support,1
no delivery information provided,1,1,4,fallback_support,1
helpful,1,1,4,fallback_support,2
staff rude behaviour,0,0,3,behaviour,0
polite staff,1,1,4,fallback_support,2
thank you for order,2,2,4,fallback_support,2
delivery person kind polite deliver doorstep,1,1,4,fallback_support,2
excellent job keep it up,2,2,4,fallback_support,2
order cancelled without call marked failed,0,0,4,support,1
shipment not delivered fake status fraud,0,0,4,fallback_support,0
delivery should happen on scheduled date,1,1,4,fallback_support,1
bad product every receive it scame,0,0,4,fallback_support,0
message timing of visit,1,1,4,fallback_support,1
didnt receive any material,0,0,4,fallback_support,1
good courier service,2,2,4,fallback_support,2
delivery executive excellent but system issue,2,0,4,fallback_support,0
delivery experience extremely slow and disappointing,0,0,4,fallback_support,1
self pickup required from hub,1,1,4,fallback_support,1
order not deliver mark a deliver,1,1,4,fallback_support,1
service behaviour very disappointing request you kindly monitor their performance,0,0,3,behaviour,1
