text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
timely parcel updates,1,1,4,fallback_support,2,0,0
customer support excellent,2,2,4,support,2,1,0
parcel not received yet,1,1,2,damage_lost,0,0,0
parcel marked delivered but not received,0,0,2,damage_lost,0,4,3
delay without reason for days,1,0,0,delay,0,2,2
didnt call before delivery and handed parcel to unknown person,0,0,4,support,1,0,1
transparency needed please call me,1,1,4,support,1,0,0
delivery boy behaved very badly,0,0,4,fallback_support,0,3,2
fraud product received,0,0,4,fallback_support,1,4,3
Yas ,1,1,4,fallback_support,1,0,0
deliver not at time,1,1,4,fallback_support,1,0,0
parcel not received personally,0,0,2,damage_lost,0,4,3
arrogant delivery boy behaviour,0,0,3,behaviour,1,0,2
delivery boy asked me to come outside instead of home,0,0,4,fallback_support,1,0,1
online verification improvement suggestion,1,1,4,fallback_support,1,0,0
product handed to unknown person,0,0,4,fallback_support,1,0,1
on nd attempt,1,1,4,fallback_support,1,0,0
courier service not interested,0,0,4,fallback_support,1,0,1
delivery ok,1,1,4,fallback_support,1,0,0
delivery agent attitude very good,2,2,4,fallback_support,2,1,0
expand delivery area,1,1,4,fallback_support,1,0,0
cancelled order still delivered to security,0,0,4,fallback_support,1,0,1
product broken on delivery,0,0,2,damage_lost,0,4,3
fake parcel received fraud,0,0,4,fallback_support,0,4,3
frustrating slow delivery extremely disappointed,0,0,4,fallback_support,1,0,1
parcel not delivered on time repeated delays delivery boy did not attempt delivery office blamed staff leave,0,0,0,delay,0,3,2
didnt receive package my address change,0,0,4,fallback_support,1,0,1
status shows delivered but not delivered,0,0,4,fallback_support,0,3,2
into,1,1,4,fallback_support,1,0,0
didnt receive shipment,0,0,4,fallback_support,1,0,1
product change return manipulation issue,1,0,7,refund,0,0,0
excellent service thank you please call recipient before delivery,2,2,4,support,2,1,0
good dealing and service,2,2,4,fallback_support,2,1,0
service of local agent very poor they wait day deliver that too after contact them,0,0,4,support,0,3,2
Ycohxiyxi,1,1,4,fallback_support,1,0,0
delivery excellent,2,2,4,fallback_support,2,1,0
Overall all good experience and time consuming process,2,2,4,fallback_support,2,1,0
Coming from ICICI bank my experience has been great while opening the account knowledgeable staff helpful service,2,2,4,fallback_support,2,1,0
parcel not received but delivery message sent,0,0,2,damage_lost,0,4,3
pathetic experience overall,1,1,4,fallback_support,1,0,0
delivery partner very kind and humble,2,2,4,fallback_support,2,1,0
fraud service cheaters,0,0,4,fallback_support,1,4,3
offensive language feedback,1,1,6,pricing,1,0,0
sandip bhai polte cooperative in deliver product,1,1,4,fallback_support,1,0,0
brilliant,1,1,4,fallback_support,1,0,0
parcel delayed despite reaching city had to collect from hub,0,0,0,delay,0,3,2
all ok for now,1,1,4,fallback_support,1,0,0
item broken in parcel,0,0,2,damage_lost,0,4,3
no return link available how to return,1,1,7,refund,1,0,0
product quality below expectation,0,0,4,fallback_support,1,0,1
take too much time deliver orderdelayed delivery,0,0,0,delay,0,3,2
should provide delivery contact number,1,1,4,support,1,0,0
delivery partner rude misbehaved,0,0,3,behaviour,0,3,2
havent received parcel yet,1,1,4,fallback_support,1,0,0
very late delivery poor support,0,0,0,delay,0,3,2
good procedure,2,2,4,fallback_support,2,1,0
please provide phone number with shipment,1,1,4,fallback_support,1,0,0
courier not delivered to home,1,0,4,fallback_support,0,0,0
not received,0,0,2,damage_lost,0,4,3
pol,1,1,4,fallback_support,1,0,0
delivery demanded full ID proof suspicious behavior,1,1,3,behaviour,1,0,0
delivery date missed repeated false messages,1,1,4,fallback_support,1,0,0
all is well,1,1,4,fallback_support,1,0,0
im happy,2,2,4,fallback_support,2,1,0
package delivered safely,2,2,4,fallback_support,2,1,0
not received but marked delivered,1,1,2,damage_lost,0,0,0
fraud website low quality watch no refund,0,0,7,refund,0,4,3
late delivery should avoid,1,0,0,delay,0,0,1
delivery service not good,0,0,4,fallback_support,2,1,1
order stuck near hub for half day,0,0,4,fallback_support,0,3,2
mera parcel day ke baad mila h wo bhi mujhe khud jana pda h courior centre,1,1,4,fallback_support,1,0,0
have not received any parcel,0,0,2,damage_lost,0,4,3
good bank and service,2,2,4,fallback_support,2,1,0
delivery correct suggestion to call before arrival,1,1,4,support,1,0,0
product does not fit phone,1,1,4,fallback_support,1,0,0
worst service regional delay,0,0,0,delay,0,3,2
bad,0,0,4,fallback_support,0,3,2
order not received but marked delivered,0,0,2,damage_lost,0,4,3
service,1,1,4,fallback_support,1,0,0
delivery tracking shows delivered but not received,0,0,2,damage_lost,0,4,3
make delivery more timely expected yesterday,1,1,4,fallback_support,2,0,0
very late delivery false premise closed update,0,0,0,delay,0,3,2
courier did not deliver card claimed no response twice,0,0,4,support,0,3,2
pathetic service,1,1,4,fallback_support,1,0,0
have not received my package,0,0,2,damage_lost,0,4,3
superb,2,2,4,fallback_support,2,1,0
your delivery agent throw rhe product call recording of what he say he accept he throw parcel he do that again what kind of behaviour this he didnt give my parcel my mother respectfully,0,0,3,behaviour,1,0,2
delivery not received,1,1,2,damage_lost,0,0,0
on time delivery satisfied,1,1,4,fallback_support,2,1,0
please cancel product and contact immediately,1,1,4,support,1,0,0
day bad delivery slow service,0,0,0,delay,0,3,2
excellent,2,2,4,fallback_support,2,1,0
bad product scam,0,0,4,fallback_support,0,4,3
material not delivered,0,0,4,fallback_support,0,3,2
very nice service jai hind,2,2,4,fallback_support,2,1,0
parcel delivered late,1,0,0,delay,0,0,1
worst delivery experience received after one month,0,0,4,fallback_support,0,3,2
wrong product received refund required,0,0,7,refund,0,4,3
didnt receive at residence need clarification,1,1,4,fallback_support,1,0,0
delivery person call day ago,1,1,4,support,1,0,0
delivery marked delivered but parcel not received,0,0,2,damage_lost,0,4,3
card not delivered yet,0,0,0,delay,0,3,2
fast delivery all update on time,2,2,4,fallback_support,2,1,0
request clearing old obligations otherwise service good,2,2,4,fallback_support,2,1,0
love agent behaviour,2,2,3,behaviour,2,1,0
protein bar missing poor packing,0,0,4,fallback_support,0,3,2
please deliver medicine before evening,1,1,4,fallback_support,1,0,0
delivery person did not contact repeatedly,0,0,3,behaviour,1,0,2
delivery boy not polite,0,0,3,behaviour,2,0,2
confusing communication difficult to connect,0,0,4,fallback_support,1,0,1
fast service,2,2,4,fallback_support,2,1,0
product delivered smoothly in good condition polite delivery boy,2,2,4,fallback_support,2,1,0
shipment not received,0,0,2,damage_lost,0,4,3
why parcel delivered to someone else,1,1,4,fallback_support,1,0,0
easy doorstep delivery process,1,1,4,fallback_support,1,0,0
sometimes local delay observed,1,0,0,delay,0,2,2
bad quality product,0,0,4,fallback_support,0,3,2
improve door step delivery,1,1,4,fallback_support,1,0,0
delivery partner well behave,1,1,4,fallback_support,1,0,0
product very bad want return,1,0,7,refund,0,0,0
delivery service delayed 4 days for short distance unprofessional,0,0,0,delay,0,3,2
deliver within estimated date,1,1,4,fallback_support,1,0,0
please confirm address on call,1,1,4,support,1,0,0
delivery agent gave false assurance lied about delivery,0,0,4,fallback_support,1,0,1
delivery person rude cancelled order,0,0,3,behaviour,0,3,2
parcel not delivered for days staff not interested in delivery poor service not recommended,0,0,4,fallback_support,0,3,2
medicine refused without contact very bad service,0,0,4,support,0,3,2
it not deliver visit office pick up after long follow up pathetic service,0,0,4,support,1,2,1
parcel thrown into mud by delivery staff,0,0,4,fallback_support,1,0,1
service good fast but improve connectivity day by day,2,2,4,fallback_support,2,1,0
open box received broken bottle inside,0,0,2,damage_lost,0,4,3
tell your staff maintain some patience while have conversation,1,1,4,fallback_support,1,0,0
no query,1,1,4,support,1,0,0
cash payment issue,1,0,6,pricing,0,0,0
no delivery contact but parcel marked delivered unacceptable,0,0,4,support,1,0,1
different colour delivered,0,0,4,fallback_support,1,0,1
delivery on promised date appreciated,2,2,4,fallback_support,2,1,0
love polite behaviour of delivery agent,2,2,3,behaviour,2,1,0
parcel given to unknown person,1,1,4,fallback_support,1,0,0
document delivered on time will recommend bluedart,2,2,4,fallback_support,2,1,0
need rural delivery improvement,1,1,4,fallback_support,1,0,0
home delivery preference,1,1,4,fallback_support,1,0,0
excellent prompt delivery communication,2,2,4,fallback_support,2,1,0
delivery slow,0,0,0,delay,0,3,2
very happy with delivery partner behaviour,2,2,3,behaviour,2,1,0
prashant always polite and on time,2,2,4,fallback_support,2,1,0
let customer know exact delivery date instead of apologizing later,1,0,0,delay,0,0,1
delivery delayed by almost month,0,0,0,delay,0,3,2
try deliver next day,1,1,4,fallback_support,1,0,0
very bad delivery experience,0,0,4,fallback_support,0,3,2
delivery delayed compared to tracking date,0,0,0,delay,0,3,2
wrong order delivered very bad,0,0,4,fallback_support,0,3,2
excellent delivery behaviour thanks bluedart,1,2,3,behaviour,2,1,0
do not receive parcel,0,0,4,fallback_support,1,0,1
delivery agent did not call before delivery,0,0,3,behaviour,1,0,2
yoyo honey singh,1,1,4,fallback_support,1,0,0
let delivery happen,1,1,4,fallback_support,1,0,0
my icici bank credit card not deliver,0,0,4,fallback_support,1,0,1
delivery very fast,2,2,4,fallback_support,2,1,0
on doorstep,1,1,4,fallback_support,1,0,0
delivery staff very rude and unprofessional language,0,0,3,behaviour,0,3,2
incorrect delivery details,1,1,1,wrong_delivery,0,0,1
account opening process is very fast,2,2,4,fallback_support,2,1,0
minimal call deliver at st floor,1,1,4,support,1,0,0
it is okay overall,1,1,4,fallback_support,1,0,0
deliver product properly,1,1,4,fallback_support,1,0,0
no call from delivery executive,1,1,3,behaviour,1,0,0
receive product in good condition on time quality excellent,2,2,4,fallback_support,2,1,0
very bad delivery,0,0,4,fallback_support,0,3,2
delivery agent number should be shared,1,1,4,fallback_support,1,0,0
partner did not contact me,1,1,3,behaviour,1,0,0
it show out for delivery since last day but in track it show customer refuse a no one come deliver or even contact me for delivery pathetic service,0,0,5,tracking,1,0,0
no regret satisfied,2,2,4,fallback_support,2,1,0
do not receive my parcel,0,0,4,fallback_support,1,0,1
very good delivery service by team,2,2,4,fallback_support,2,1,0
low quality product,0,0,4,fallback_support,1,0,1
excellent delivery service keep it up,2,2,4,fallback_support,2,1,0
late delivery but resolved after contacting customer care,1,0,0,delay,0,1,1
product damaged perfume bottle empty,0,0,2,damage_lost,0,4,3
share delivery time slot,1,1,4,fallback_support,1,0,0
return request raised,1,1,7,refund,1,0,0
service bad overall,1,0,4,fallback_support,0,0,0
nice behaviour by staff,2,2,3,behaviour,2,1,0
thanks for support,2,2,4,support,2,1,0
veery rude staff they call all people pic parcel in office why we go office for pic where delivery partner why he not delivery,0,0,3,behaviour,0,3,2
parcel left with security without informing,1,1,4,fallback_support,1,0,0
delivery boy conversation rude,0,0,3,behaviour,0,3,2
nice service and good delivery person,2,2,4,fallback_support,2,1,0
parcel marked not available without call,0,0,4,support,1,0,1
provide RTO paperwork fast,1,1,4,fallback_support,2,0,0
alternate number otp option required,1,1,4,fallback_support,1,0,0
your delivery lovely,2,2,4,fallback_support,2,1,0
open package delivery suggestion,1,1,4,fallback_support,1,0,0
very rude delivery partner no patience,0,0,3,behaviour,0,3,2
parcel left on doorstep without informing,1,1,4,fallback_support,1,0,0
parcel delivered to wrong location,0,0,1,wrong_delivery,0,3,2
false address remarks never call customer,0,0,4,support,1,0,1
it good service,2,2,4,fallback_support,2,1,0
delivery boy collected money despite prepaid order,0,0,4,fallback_support,1,0,1
delivered after weeks forced pickup,1,1,4,fallback_support,1,0,0
delivery time not met poor service,0,0,4,fallback_support,0,3,2
courier boy behaved unprofessionally refused office delivery,0,0,3,behaviour,0,3,2
effective reliable delivery parcel also well deliver on time too thankyou bhaiya,2,2,4,fallback_support,2,1,0
abusive language very poor service,0,0,4,fallback_support,0,3,2
delivered one day late,1,0,0,delay,0,0,1
Plz make sure ur deliver boy can read d board on houses he cant read an English name on house,1,1,4,fallback_support,1,0,0
online account management improvement suggestion,1,1,4,fallback_support,1,0,0
delivery staff lacks basic manners very poor,0,0,4,fallback_support,0,3,2
received wrong product want correct item,0,0,4,fallback_support,0,3,2
bank commission suggestion,1,1,4,fallback_support,1,0,0
professional service,2,2,4,fallback_support,2,1,0
courier not delivered,0,0,4,fallback_support,0,3,2
delivery one day late,0,0,0,delay,0,3,2
very rude staff,0,0,3,behaviour,0,3,2
delivery related feedback,1,0,0,delay,0,0,1
stitching defect inner pocket torn,0,0,2,damage_lost,0,4,3
delivery boy very polite good service,2,2,4,fallback_support,2,1,0
worst experience ever,1,0,4,fallback_support,0,0,0
Already said in first option in details please check,1,1,4,fallback_support,1,0,0
wm not polite,0,0,3,behaviour,2,0,2
worst service no call forced office pickup,1,0,3,behaviour,0,0,0
didnt receive coruier mark deliver,1,1,4,fallback_support,1,0,0
delivery agent behaviour not satisfactory,0,0,3,behaviour,1,0,2
friendly helpful,2,2,4,fallback_support,2,1,0
fraud ordered flash drive received mobile cover,0,0,4,fallback_support,1,4,3
fake delivery status consignee unavailable,0,0,5,tracking,0,3,2
very bad,0,0,4,fallback_support,0,3,2
delivery experience terrible,0,0,4,fallback_support,1,0,1
delivery staff misbehaved while delivering documents,0,0,3,behaviour,1,0,2
return parcel requested,1,1,7,refund,1,0,0
parcel undelivered,0,0,4,fallback_support,1,0,1
delivery agent drunk and spamming calls,0,0,4,support,1,0,1
no door delivery in some areas please improve,1,1,4,fallback_support,1,0,0
transparent reason for non delivery required,1,1,4,fallback_support,1,0,0
atm card received but google services not working please call,1,1,4,support,1,0,0
parcel not received after long wait,0,0,2,damage_lost,0,4,3
delivery person very polite and professional,2,2,4,fallback_support,2,1,0
delivery agent fake premise closed remark,0,0,4,fallback_support,0,3,2
delivery partner rude and unprofessional strict action required,0,0,3,behaviour,0,3,2
xyz,1,1,4,fallback_support,1,0,0
delivery guy good,2,2,4,fallback_support,2,1,0
colour slightly different but acceptable,1,1,4,fallback_support,1,0,0
Pathetic Delivery person Beeresh entered my society,1,1,4,fallback_support,1,0,0
delivered to wrong name person,1,0,1,wrong_delivery,0,0,1
false customer not available update extremely disappointing,0,0,4,fallback_support,1,0,1
late delivery wrong tracking updates no attempt,0,0,0,delay,0,3,2
parcel not received,0,0,2,damage_lost,0,4,3
smartwatch battery poor,0,0,4,fallback_support,0,3,2
delivery boy very friendly and polite,2,2,4,fallback_support,2,1,0
have to self collect parcel,1,1,4,fallback_support,1,0,0
awesome fast service,2,2,4,fallback_support,2,1,0
plz how return this order,1,1,7,refund,1,0,0
not so good,0,0,4,fallback_support,2,1,1
fraud saaalee,0,0,4,fallback_support,1,4,3
delivery delayed without contact details,0,0,0,delay,0,3,2
timely delivery satisfactory behaviour,2,2,3,behaviour,2,1,0
really appreciate service,2,2,4,fallback_support,2,1,0
delivery boy did not come to deliver parcel and kept updating false status,0,0,4,fallback_support,1,0,1
delivery too much delayed,0,0,0,delay,0,3,2
fast and good delivery service,2,2,4,fallback_support,2,1,0
please take back product havent receive it,1,1,4,fallback_support,1,0,0
need customer helpline number,1,1,4,support,1,0,0
he ask for delevery message dont know why,1,1,4,fallback_support,1,0,0
never received courier only delivery message received,1,1,2,damage_lost,1,0,0
bad delivery experience,0,0,4,fallback_support,0,3,2
please update track id with otp,1,1,5,tracking,1,0,1
live tracking needed,1,1,5,tracking,1,0,1
delivery staff rude elderly harassment,0,0,3,behaviour,0,4,3
box broken,1,1,2,damage_lost,0,0,0
not single delivery agent call on provided delivery number not try deliver home address there simply update a address not find in portal it very frustruting for u locate your courier office go there collect parcel it good we itself start delivery work rather than give high repute company like dhl,1,2,4,support,2,1,0
wrong picture used for delivery proof,0,0,4,fallback_support,0,3,2
Pl Take care and give preference to senior citizen,1,1,4,fallback_support,1,0,0
convenient doorstep delivery,2,2,4,fallback_support,2,1,0
delivery marked completed but delivered to wrong address,0,0,1,wrong_delivery,0,3,2
quick delivery thanks,2,2,4,fallback_support,2,1,0
had to pick order from store not delivered,0,0,4,fallback_support,0,3,2
average experience not good,0,0,4,fallback_support,2,1,1
false delivery report without attempt,0,0,4,fallback_support,1,0,1
hr late delivery,1,0,0,delay,0,0,1
add contact number and prior intimation system,1,1,4,support,1,0,0
delivery person gave missed call asked otp before reaching then disappeared,0,0,4,support,1,0,1
false address updates no calls,0,0,3,behaviour,1,0,2
delivery late by one day,1,0,0,delay,0,0,1
reduce average monthly balance request,1,1,4,fallback_support,1,0,0
no response from delivery office,1,1,4,support,0,0,0
packet opened and damaged,1,0,2,damage_lost,0,3,3
worst delivery agent,0,0,4,fallback_support,0,3,2
deliver correct product,1,1,4,fallback_support,1,0,0
Very bad experience app crashed during VKYC repeatedly,0,0,4,fallback_support,0,3,2
very bad pathetic service,0,0,4,fallback_support,0,3,2
on time courteous delivery staff,2,2,4,fallback_support,2,4,3
good l,1,2,4,fallback_support,2,1,0
size not fit want exchange,1,1,7,refund,1,0,0
no delivery attempt while at home,0,0,4,fallback_support,1,0,1
happy with service,1,2,4,fallback_support,2,1,0
wrong product received fraud website,0,0,4,fallback_support,0,4,3
refused exact delivery location,1,1,4,fallback_support,1,0,0
had to collect parcel from hub far away customer care did not help,0,0,4,support,1,0,1
need call or message before delivery,1,1,4,support,1,0,0
not received any shipment,0,0,2,damage_lost,0,4,3
fake delivery attempt no contact made,0,0,4,support,0,3,2
delivery boy behaved well,2,2,4,fallback_support,2,1,0
delivery far from address poor service,0,0,4,fallback_support,0,3,2
already best service,2,2,4,fallback_support,2,1,0
Overall good experience,2,2,4,fallback_support,2,1,0
unable to deliver item on time,0,0,4,fallback_support,2,0,1
resolve complaints faster,1,1,4,support,0,3,2
good banking service,2,2,4,fallback_support,2,1,0
order not received yet,1,1,2,damage_lost,0,0,0
excellent behaviour and performance,2,2,3,behaviour,2,1,0
good service with good behaviour,2,2,3,behaviour,2,1,0
no delivery attempt false house not found remark,0,0,4,fallback_support,1,0,1
early delivery very happy,2,2,4,fallback_support,2,1,0
want return jeans,1,1,7,refund,1,0,0
delivery never attempted at address,0,0,4,fallback_support,1,0,1
your service excellent thank you,2,2,4,fallback_support,2,1,0
satisfied with delivery,2,2,4,fallback_support,2,1,0
delivery time very late,0,0,0,delay,0,3,2
packaging was not good,0,0,4,fallback_support,2,1,1
need better order tracking details,1,1,5,tracking,1,0,1
very poor delayed delivery,0,0,0,delay,0,3,2
very fast service happy with bluedart,2,2,4,fallback_support,2,1,0
everything good packing and time management excellent,2,2,4,fallback_support,2,1,0
delivery person refused to go to first floor and could not understand address,0,0,4,fallback_support,1,0,1
Very rude and unprofessional delivery person- Ashish Chowdhury.,0,0,3,behaviour,0,3,2
package returned without visiting house marked shifted debit card risk,0,0,7,refund,0,4,3
delivery person polite patient satisfied,2,2,4,fallback_support,2,1,0
item delivered promptly after confirmation,2,2,4,fallback_support,2,1,0
failed delivery had to go depot,0,0,4,fallback_support,1,0,1
not delivered to home address collected from store,1,0,4,fallback_support,0,0,0
thik hai,1,1,4,fallback_support,1,0,0
delivery person asked me to collect parcel otherwise postponed delivery,0,0,0,delay,0,3,2
best agent,2,2,4,fallback_support,2,1,0
please share tentative delivery time in advance,1,1,4,fallback_support,1,0,0
poor service by delivery guy,0,0,4,fallback_support,0,3,2
delivery marked refused without attempt,1,1,4,fallback_support,1,0,0
behaviour of delivery boy not good,0,0,3,behaviour,2,1,2
do not buy product quality poor,0,0,4,fallback_support,0,3,2
amazing hassle free delivery cooperative agent,2,2,4,fallback_support,2,1,0
bad product delivered,0,0,4,fallback_support,0,3,2
parcel delivered to wrong person wrong address,0,0,1,wrong_delivery,0,3,2
very slow delivery service,0,0,4,fallback_support,0,3,2
forced hub pickup despite address availability,0,0,4,fallback_support,1,0,1
my courier delivery do wrong personi didnt receive my courier,0,0,4,fallback_support,0,3,2
please give delivery guy proper phone,1,1,4,fallback_support,1,0,0
wrong item received please return,0,0,7,refund,0,4,3
irrelevant message,1,1,4,fallback_support,1,0,0
your delivery service was very late,0,0,0,delay,0,3,2
product not received fraud without otp,1,1,2,damage_lost,0,4,3
delivery date missed expected earlier delivery,1,1,4,fallback_support,1,0,0
received order near location on time,2,2,4,fallback_support,2,1,0
product quality poor,1,1,4,fallback_support,0,0,0
have go warehouse collect product,1,1,4,fallback_support,1,0,0
recipient verification not done,1,1,4,fallback_support,1,0,0
do not receive my parcel yet,0,0,4,fallback_support,1,0,1
did not receive my order and no call received,0,0,2,damage_lost,0,4,3
excellent delivery service,2,2,4,fallback_support,2,1,0
very happy,2,2,4,fallback_support,2,1,0
delivery boy decent requested advance contact,1,1,4,support,1,0,0
delivery person behaved rudely with housewife,0,0,3,behaviour,0,3,2
parcel not received for a week had to collect from office,0,0,2,damage_lost,0,4,3
good fast service,2,2,4,fallback_support,2,1,0
delivery took extra day,1,1,4,fallback_support,1,0,0
appreciate prompt delivery kind associate,2,2,4,fallback_support,2,1,0
goed wark,1,1,4,fallback_support,1,0,0
my last credit card dilevery very bad,0,0,4,fallback_support,0,3,2
blue dart best service provider,2,2,4,fallback_support,2,1,0
very poor service language and behaviour unacceptable,1,1,3,behaviour,0,3,2
Good service provided,2,2,4,fallback_support,2,1,0
parcel delivered without my knowledge,0,0,4,fallback_support,1,0,1
call at time of delivery requested,1,1,4,support,1,0,0
ok recommend,1,1,4,fallback_support,1,0,0
delivery partner uncooperative,0,0,4,fallback_support,1,0,1
Not satisfied due to customer care service representative not pick the phone,0,0,4,support,2,1,1
provide delivery contact number in sms,1,1,4,support,1,0,0
delivery product different which order,1,1,4,fallback_support,1,0,0
courier marked delivered without delivery unacceptable,0,0,4,fallback_support,1,0,1
box squished inside,1,1,4,fallback_support,1,0,0
product not working charging issue,0,0,4,fallback_support,0,3,2
return requested,1,1,7,refund,1,0,0
no suggestion as of now,1,1,4,fallback_support,1,0,0
delivery should be to mentioned address only,1,1,4,fallback_support,1,0,0
very accurate delivery,1,1,4,fallback_support,1,0,0
duplicate parcel fraud,0,0,4,fallback_support,1,4,3
did not come on scheduled day,1,1,4,fallback_support,1,0,0
not get shipment,1,1,4,fallback_support,1,0,0
delivery agent phone number needed,1,1,4,fallback_support,1,0,0
excellent account opening support,2,2,4,support,2,1,0
tracking info not updated properly,0,0,5,tracking,1,0,0
No,1,1,4,fallback_support,1,0,0
good gesture,2,2,4,fallback_support,2,1,0
delivery partner follows own timing,1,1,4,fallback_support,1,0,0
good support by team,2,2,4,support,2,1,0
delivery person very rude unacceptable,0,0,3,behaviour,0,3,2
do not deliver me,0,0,4,fallback_support,1,0,1
out for delivery status only,1,1,4,fallback_support,1,0,0
rude behaviour reported,0,0,3,behaviour,0,3,2
delivery delay noted,1,0,0,delay,0,2,2
very nice service experience,2,2,4,fallback_support,2,1,0
good behaviour by staff,2,2,3,behaviour,2,1,0
delayed delivery had to visit location,1,0,0,delay,0,2,2
reliability generally good,1,2,4,fallback_support,2,1,0
not setisfied,1,1,4,fallback_support,1,0,0
staff need maturity in customer handling,1,1,4,fallback_support,1,0,0
fraudulent parcel attempt reported,0,0,4,fallback_support,1,4,3
delivery agent called to locate address,1,1,4,support,1,0,0
great job by santosh,2,2,4,fallback_support,2,1,0
good service arrive early safe first attempt deliver even if call not get connect delevery person contact through whatsapp call,2,2,4,support,2,1,0
service really good,2,2,4,fallback_support,2,1,0
location awareness needed,1,1,4,fallback_support,1,0,0
delivery person toorude not ready give parcel on my behalf,0,0,3,behaviour,0,3,2
excellent service bank staff,2,2,4,fallback_support,2,1,0
delivered on correct time,2,2,4,fallback_support,2,1,0
delivery agent rude behaviour on cod order,0,0,3,behaviour,0,3,2
smooth nre account opening experience appreciated,2,2,4,fallback_support,2,1,0
because my watch mush scratch,0,0,4,fallback_support,1,0,1
delivery not done no call received,0,0,3,behaviour,1,0,2
thank you for delivery,2,2,4,fallback_support,2,1,0
delivered on expected date,1,1,4,fallback_support,1,0,0
uncoloured old looking product,0,0,4,fallback_support,1,0,1
delivery person good polite service,2,2,4,fallback_support,2,1,0
not delivered to me,1,0,4,fallback_support,0,0,0
delivery denied home address,0,0,4,fallback_support,1,0,1
havent receive any thing till now,0,0,4,fallback_support,1,0,1
not delivered had to pick up,0,0,4,fallback_support,0,3,2
timely systematic delivery,2,2,4,fallback_support,2,1,0
package tampered and torn delivery person refused to take responsibility,0,0,2,damage_lost,0,4,3
exchange requested return order,1,1,7,refund,1,0,0
fraud service cheated me,0,0,4,fallback_support,1,4,3
worst delivery service,0,0,4,fallback_support,0,3,2
need return,1,1,7,refund,1,0,0
delivery failed last day no response,0,0,0,delay,0,3,2
thank you,2,2,4,fallback_support,2,1,0
service centre behaviour not satisfactory,0,0,3,behaviour,1,0,2
manoj pal,1,1,4,fallback_support,1,0,0
consignment not yet deliver but status delivered,1,1,5,tracking,1,0,1
name of delivered person incorrect unprofessional,0,0,3,behaviour,0,3,2
delivery awesome recommend others,2,2,4,fallback_support,2,1,0
parcel reached on time,2,2,4,fallback_support,2,1,0
delivery delayed followup needed,1,0,0,delay,0,2,2
received wrong product instead of ordered item,0,0,4,fallback_support,0,3,2
worst service did not respond to calls delivered to someone else address,0,0,4,support,0,3,2
staff rude communication complaint,1,0,3,behaviour,0,3,2
delivery system should include call feature,1,1,4,support,1,0,0
do not receive parcel please check my parcel,0,0,4,fallback_support,1,0,1
Employees are polite,1,1,4,fallback_support,2,0,0
prior call before delivery requested,1,1,4,support,1,0,0
glass case missing,0,0,4,fallback_support,0,3,2
fake product vermi compost received instead of herbicide,1,1,4,fallback_support,0,0,0
self recived parcel,1,1,4,fallback_support,1,0,0
service not good,0,0,4,fallback_support,2,1,1
delivery boy commented about future visits,1,1,4,fallback_support,1,0,0
very nice nature best behaviour verryverrygood parsan,2,2,3,behaviour,2,1,0
delivery staff left parcel with security without calling,0,0,4,support,1,0,1
delivery boy did not call second attempt but delivery fast,2,2,3,behaviour,2,1,0
item not delivered yet,1,0,0,delay,0,0,1
jewellery missing in product,1,0,4,fallback_support,0,0,0
parcel delivered to wrong location and not received,0,0,2,damage_lost,0,4,3
very poor service local dealer delayed delivery excessively,0,0,0,delay,0,3,2
loan amount extra finance query,1,1,4,support,1,0,0
he do not deliver parcel mehe take my otp tell me that give you but run away from there without handle parcel,1,1,4,fallback_support,1,0,0
product not delivered according to address,0,0,4,fallback_support,0,3,2
smiley delivery person fast delivery,2,2,4,fallback_support,2,1,0
courier marked delivered but not delivered,0,0,4,fallback_support,0,3,2
fraud delivery reported,0,0,4,fallback_support,1,4,3
my parcel not deliver me,0,0,4,fallback_support,1,0,1
delivery person asked me to come outside society,1,1,4,fallback_support,1,0,0
item not delivered no call received,0,0,3,behaviour,0,3,2
unknown person received parcel please update,0,0,1,wrong_delivery,0,3,2
great service delivery in time,2,2,4,fallback_support,2,1,0
delivery promised november but delayed,0,0,0,delay,0,3,2
best service overall,1,1,4,fallback_support,1,0,0
do not get delivery,0,0,4,fallback_support,1,0,1
identity verification needed for correct delivery,1,1,4,fallback_support,1,0,0
fantastic service get my parcel day before delivery date,1,1,4,fallback_support,1,0,0
delivery guy refused due to stairs,0,0,4,fallback_support,1,0,1
delivery date changed customer support unresponsive,1,1,4,support,1,0,0
random text feedback,1,1,6,pricing,1,0,0
return karma ahe,1,1,7,refund,1,0,0
still not received package,0,0,2,damage_lost,0,4,3
professional response improved,1,1,4,fallback_support,2,0,0
delivery person should be reachable after call,1,1,4,support,1,0,0
need delivery associate contact number,1,1,4,support,1,0,0
delivery agent threatened order cancellation,1,1,3,behaviour,1,0,0
received wrong clothing item,1,0,4,fallback_support,0,0,0
thanks for good service,2,2,4,fallback_support,2,1,0
fake and dirty product delivered lost my money no exchange option,0,0,2,damage_lost,0,4,3
please inform before delivery,1,1,4,fallback_support,1,0,0
delivery completed in november,1,1,4,fallback_support,1,0,0
never ordered this product money taken from my wife,0,0,4,fallback_support,1,0,1
cheque book not delivered,1,0,4,fallback_support,0,0,0
very good service thanks,2,2,4,fallback_support,2,1,0
very poor delivery,0,0,4,fallback_support,0,3,2
bekar hai,1,1,4,fallback_support,1,0,0
