text,sentiment,customer_intent,primary_aspect,aspect_flag
item not deliver,0,0,4,fallback_support
your deliveryman very rude towards me senior lady and cancelled order without my consent,0,0,3,behaviour
same issue as today,1,0,4,fallback_support
upi related query,1,0,0,delay
yeola bluedart very pathetic false delivery updates,0,0,4,fallback_support
tracking should show stagewise parcel journey,1,1,5,tracking
received without much follow up,1,1,4,support
courier service very poor courier person never called and talked rudely,0,0,3,behaviour
delivery person forced gate pickup,0,0,4,fallback_support
did not receive debit card only cheque book,0,0,2,damage_lost
wrong size and wrong product received,0,0,4,fallback_support
delivery person behaviour was very rude and disrespectful,0,0,3,behaviour
marked delivered but not received,0,0,2,damage_lost
received order successfully,1,1,4,fallback_support
product quality very different from image,0,0,4,fallback_support
parcel reached doorstep correctly,2,2,4,fallback_support
very happy with bank services,2,2,4,fallback_support
guy did not hand over my order,0,0,4,fallback_support
urgent document courier not received,1,1,2,damage_lost
retain product request,1,1,4,fallback_support
on time excellent service,2,2,4,fallback_support
delivery info should be shared prior day,1,1,4,fallback_support
already well,1,1,4,fallback_support
parcel marked delivered but not delivered,0,0,4,fallback_support
not received this package,1,1,2,damage_lost
open branch in my area,1,1,4,fallback_support
nice behaviour,2,2,3,behaviour
best experience,2,2,4,fallback_support
Bank Executive Pradnya Dhotre knowledge and guidance in account opening was best,1,1,4,fallback_support
parcel delivered without confirmation,0,0,4,fallback_support
you must better,1,1,4,fallback_support
no return refund option poor,0,0,7,refund
timely service cordial delivery boy,2,2,4,fallback_support
language used by delivery person not good,0,0,4,fallback_support
quick fast delivery delivery guy very polite gentle,2,2,4,fallback_support
very poor intercity delay,0,0,0,delay
keep discipline employee sometimes they reject order by themselves,1,1,4,fallback_support
product damaged,0,0,2,damage_lost
route map clarity needed,1,1,4,fallback_support
parcel delivered to someone else,0,0,4,fallback_support
fast delivery polite delivery boy,2,2,4,fallback_support
wrong delivery date commitment,1,0,4,fallback_support
please update app with correct delivery status,1,1,4,fallback_support
do not get parcel,1,1,4,fallback_support
open box delivery concern,1,1,4,fallback_support
collected from warehouse,0,0,4,fallback_support
had to pick parcel myself,1,1,4,fallback_support
excellent work,2,2,4,fallback_support
nic,1,1,4,fallback_support
delivery agent very good,2,2,4,fallback_support
it already best,2,2,4,fallback_support
order received damaged,0,0,2,damage_lost
parcel returned saying wrong pincode even though pincode was correct customer asked to contact care,0,0,7,refund
not delivered at doorstep despite request,1,0,4,fallback_support
thank you debabrata da,1,2,4,fallback_support
there undue delay in delivery there no communication for delay,0,0,0,delay
fake express delivery false attempt updates and repeated follow ups required,0,0,4,support
delivery not done on scheduled date falsely marked closed,0,0,4,fallback_support
order not delivered forced branch pickup,0,0,4,fallback_support
received proper item,2,2,4,fallback_support
one product miss,1,1,4,fallback_support
wrong product delivered please return,1,0,7,refund
very suitably delivered,2,2,4,fallback_support
happy with bluedart delivery associate,2,2,4,fallback_support
parcel not received even after providing OTP,0,0,2,damage_lost
delivery person did not call wrong address shown,0,0,1,wrong_delivery
send otp before payment,1,1,4,fallback_support
get message delivery out but not receive any article please check out with delivery person contact me below number mobi,1,1,4,support
delivery person talked rudely and asked me to collect consignment from different location,0,0,5,tracking
delivery mishandling package disappointed,0,0,4,fallback_support
delivery wrongly marked attempted no call parcel broken,0,0,2,damage_lost
delivered after promised date,1,1,4,fallback_support
delivery not attempted,0,0,0,delay
repeated false missed delivery reports,0,0,4,fallback_support
need local bluedart office to reduce delivery issues,1,0,4,fallback_support
screen monitor damaged on arrival,1,0,2,damage_lost
exchange requested wrong product,1,0,7,refund
delivery representative verified identity before handover,1,1,4,fallback_support
order white colour you sent black,1,1,4,fallback_support
provide good service,2,2,4,fallback_support
superb performance,2,2,4,fallback_support
delivery boy behaviour very good,2,2,3,behaviour
do not receive any parcel,0,0,4,fallback_support
G,1,1,4,fallback_support
return facility missing need seller details,1,0,7,refund
good experience opening account with IDFC,2,2,4,fallback_support
service not good in my area,0,0,4,fallback_support
tracking auto refresh suggestion,1,1,5,tracking
damage screen monitor received,1,0,2,damage_lost
card available from th november at bluedart ramnagar kota raipur office,1,1,4,fallback_support
received wrong items from box,0,0,4,fallback_support
very poor quality,0,0,4,fallback_support
one of worst logistics false updates,0,0,4,fallback_support
excellent experience overall,2,2,4,fallback_support
otp based delivery appreciated,2,2,4,fallback_support
fantastic delivery experience,2,2,4,fallback_support
good timing management,2,2,4,fallback_support
"Order not received, delivery agent asked for OTP but order was not delivered",0,0,2,damage_lost
good product and good delivery,2,2,4,fallback_support
not received parcel,0,0,2,damage_lost
want to return order,1,1,7,refund
delivery person unprofessional,0,0,3,behaviour
Everything is fine,2,2,4,fallback_support
think delivery process can improve by sharing agent contact and time slot,1,1,4,support
home delivery not provided had to collect from office,1,1,4,fallback_support
receive by my brother not my husband,1,1,4,fallback_support
delivered to wrong address,0,0,1,wrong_delivery
delivery boy behaviour acceptable,1,1,3,behaviour
wrong item handed over after otp,0,0,4,fallback_support
parcel sent to wrong address against instruction,1,0,1,wrong_delivery
poor service,0,0,4,fallback_support
not deliver my order,0,0,4,fallback_support
pincode not serviceable poor handling,0,0,4,fallback_support
delivery not at home had to collect from hub,0,0,4,fallback_support
order delivered but not up to mark,1,1,4,fallback_support
prepaid product but delivery person took payment refund required,0,0,7,refund
account opening should be explained better,1,1,4,fallback_support
address guidance unnecessary delivery was perfect,1,2,4,fallback_support
ring not available,1,1,4,fallback_support
shipment delayed multiple times over a week,0,0,0,delay
delivery person rude refused upstairs delivery,0,0,3,behaviour
staff cooperative during account opening,1,1,4,fallback_support
delivery executive lie,0,0,4,fallback_support
did not like product,0,0,4,fallback_support
super fast one day delivery excellent,2,2,4,fallback_support
nice sarvice,1,2,4,fallback_support
rude language by delivery staff,0,0,3,behaviour
did not receive package unknown receiver,0,0,2,damage_lost
please make sure that courier hand over right person,1,1,4,fallback_support
delivery person should call alternate number,1,1,4,support
fast familiar service,1,1,4,fallback_support
packet opening not allowed issue,0,0,4,fallback_support
delivery not attempted at same address,1,1,0,delay
fake product replacement requested,0,0,7,refund
good experience with service,2,2,4,fallback_support
delivered within a day thank you,2,2,4,fallback_support
welcome kit not delivered yet marked delivered,0,0,0,delay
outstanding support service,2,2,4,support
box damage,0,0,2,damage_lost
service not good staff behaviour bad,0,0,3,behaviour
very satisfy with your work,2,2,4,fallback_support
delivery not at our address,0,0,4,fallback_support
did not receive anything,0,0,2,damage_lost
do not receive parcel how can you say it delivered,0,0,4,fallback_support
great communication with delivery person,2,2,4,fallback_support
keep it up,1,1,4,fallback_support
product return,1,1,7,refund
very good delivery person,2,2,4,fallback_support
parcel stuck at center had to collect personally not worth delivery fee,0,0,6,pricing
did not order this item,0,0,4,fallback_support
item not delivered,1,0,4,fallback_support
delivery boy unresponsive had to collect from office,0,0,4,fallback_support
delivery person rude addressing customer,0,0,3,behaviour
delivery agent polite respectful,2,2,4,fallback_support
IDFC bank service excellent,2,2,4,fallback_support
order never reached me,1,1,4,fallback_support
great delivery service on time,2,2,4,fallback_support
fast delivery good updates,2,2,4,fallback_support
bank shipment returned undelivered,1,1,7,refund
speed delivery of product,1,1,4,fallback_support
please change details,1,1,4,fallback_support
cancel order,1,1,4,fallback_support
reduce delivery charges request,1,1,4,fallback_support
good service,1,2,4,fallback_support
continue same approach,1,1,4,fallback_support
delivery agent did not reach exact location,0,0,4,fallback_support
card available from november at bluedart office,1,1,4,fallback_support
timely parcel updates,1,1,4,fallback_support
customer support excellent,2,2,4,support
parcel not received yet,1,1,2,damage_lost
parcel marked delivered but not received,0,0,2,damage_lost
delay without reason for days,1,0,0,delay
didnt call before delivery and handed parcel to unknown person,0,0,4,support
transparency needed please call me,1,1,4,support
delivery boy behaved very badly,0,0,4,fallback_support
fraud product received,0,0,4,fallback_support
Yas ,1,1,4,fallback_support
deliver not at time,1,1,4,fallback_support
parcel not received personally,0,0,2,damage_lost
arrogant delivery boy behaviour,0,0,3,behaviour
delivery boy asked me to come outside instead of home,0,0,4,fallback_support
online verification improvement suggestion,1,1,4,fallback_support
product handed to unknown person,0,0,4,fallback_support
on nd attempt,1,1,4,fallback_support
courier service not interested,0,0,4,fallback_support
delivery ok,1,1,4,fallback_support
delivery agent attitude very good,2,2,4,fallback_support
expand delivery area,1,1,4,fallback_support
cancelled order still delivered to security,0,0,4,fallback_support
product broken on delivery,0,0,2,damage_lost
fake parcel received fraud,0,0,4,fallback_support
frustrating slow delivery extremely disappointed,0,0,4,fallback_support
parcel not delivered on time repeated delays delivery boy did not attempt delivery office blamed staff leave,0,0,0,delay
didnt receive package my address change,0,0,4,fallback_support
status shows delivered but not delivered,0,0,4,fallback_support
into,1,1,4,fallback_support
didnt receive shipment,0,0,4,fallback_support
product change return manipulation issue,1,0,7,refund
excellent service thank you please call recipient before delivery,2,2,4,support
good dealing and service,2,2,4,fallback_support
service of local agent very poor they wait day deliver that too after contact them,0,0,4,support
Ycohxiyxi,1,1,4,fallback_support
delivery excellent,2,2,4,fallback_support
Overall all good experience and time consuming process,2,2,4,fallback_support
Coming from ICICI bank my experience has been great while opening the account knowledgeable staff helpful service,2,2,4,fallback_support
parcel not received but delivery message sent,0,0,2,damage_lost
pathetic experience overall,1,1,4,fallback_support
delivery partner very kind and humble,2,2,4,fallback_support
fraud service cheaters,0,0,4,fallback_support
offensive language feedback,1,1,6,pricing
sandip bhai polte cooperative in deliver product,1,1,4,fallback_support
brilliant,1,1,4,fallback_support
parcel delayed despite reaching city had to collect from hub,0,0,0,delay
all ok for now,1,1,4,fallback_support
item broken in parcel,0,0,2,damage_lost
no return link available how to return,1,1,7,refund
product quality below expectation,0,0,4,fallback_support
take too much time deliver orderdelayed delivery,0,0,0,delay
should provide delivery contact number,1,1,4,support
delivery partner rude misbehaved,0,0,3,behaviour
havent received parcel yet,1,1,4,fallback_support
very late delivery poor support,0,0,0,delay
good procedure,2,2,4,fallback_support
please provide phone number with shipment,1,1,4,fallback_support
courier not delivered to home,1,0,4,fallback_support
not received,0,0,2,damage_lost
pol,1,1,4,fallback_support
delivery demanded full ID proof suspicious behavior,1,1,3,behaviour
delivery date missed repeated false messages,1,1,4,fallback_support
all is well,1,1,4,fallback_support
im happy,2,2,4,fallback_support
package delivered safely,2,2,4,fallback_support
not received but marked delivered,1,1,2,damage_lost
fraud website low quality watch no refund,0,0,7,refund
late delivery should avoid,1,0,0,delay
delivery service not good,0,0,4,fallback_support
order stuck near hub for half day,0,0,4,fallback_support
mera parcel day ke baad mila h wo bhi mujhe khud jana pda h courior centre,1,1,4,fallback_support
have not received any parcel,0,0,2,damage_lost
good bank and service,2,2,4,fallback_support
delivery correct suggestion to call before arrival,1,1,4,support
product does not fit phone,1,1,4,fallback_support
worst service regional delay,0,0,0,delay
bad,0,0,4,fallback_support
order not received but marked delivered,0,0,2,damage_lost
service,1,1,4,fallback_support
delivery tracking shows delivered but not received,0,0,2,damage_lost
make delivery more timely expected yesterday,1,1,4,fallback_support
very late delivery false premise closed update,0,0,0,delay
courier did not deliver card claimed no response twice,0,0,4,support
pathetic service,1,1,4,fallback_support
have not received my package,0,0,2,damage_lost
superb,2,2,4,fallback_support
your delivery agent throw rhe product call recording of what he say he accept he throw parcel he do that again what kind of behaviour this he didnt give my parcel my mother respectfully,0,0,3,behaviour
delivery not received,1,1,2,damage_lost
on time delivery satisfied,1,1,4,fallback_support
please cancel product and contact immediately,1,1,4,support
day bad delivery slow service,0,0,0,delay
excellent,2,2,4,fallback_support
bad product scam,0,0,4,fallback_support
material not delivered,0,0,4,fallback_support
very nice service jai hind,2,2,4,fallback_support
parcel delivered late,1,0,0,delay
worst delivery experience received after one month,0,0,4,fallback_support
wrong product received refund required,0,0,7,refund
didnt receive at residence need clarification,1,1,4,fallback_support
delivery person call day ago,1,1,4,support
delivery marked delivered but parcel not received,0,0,2,damage_lost
card not delivered yet,0,0,0,delay
fast delivery all update on time,2,2,4,fallback_support
request clearing old obligations otherwise service good,2,2,4,fallback_support
love agent behaviour,2,2,3,behaviour
protein bar missing poor packing,0,0,4,fallback_support
please deliver medicine before evening,1,1,4,fallback_support
delivery person did not contact repeatedly,0,0,3,behaviour
delivery boy not polite,0,0,3,behaviour
confusing communication difficult to connect,0,0,4,fallback_support
fast service,2,2,4,fallback_support
product delivered smoothly in good condition polite delivery boy,2,2,4,fallback_support
shipment not received,0,0,2,damage_lost
why parcel delivered to someone else,1,1,4,fallback_support
easy doorstep delivery process,1,1,4,fallback_support
sometimes local delay observed,1,0,0,delay
bad quality product,0,0,4,fallback_support
improve door step delivery,1,1,4,fallback_support
delivery partner well behave,1,1,4,fallback_support
product very bad want return,1,0,7,refund
delivery service delayed 4 days for short distance unprofessional,0,0,0,delay
deliver within estimated date,1,1,4,fallback_support
please confirm address on call,1,1,4,support
delivery agent gave false assurance lied about delivery,0,0,4,fallback_support
delivery person rude cancelled order,0,0,3,behaviour
parcel not delivered for days staff not interested in delivery poor service not recommended,0,0,4,fallback_support
medicine refused without contact very bad service,0,0,4,support
it not deliver visit office pick up after long follow up pathetic service,0,0,4,support
parcel thrown into mud by delivery staff,0,0,4,fallback_support
service good fast but improve connectivity day by day,2,2,4,fallback_support
open box received broken bottle inside,0,0,2,damage_lost
tell your staff maintain some patience while have conversation,1,1,4,fallback_support
no query,1,1,4,support
cash payment issue,1,0,6,pricing
no delivery contact but parcel marked delivered unacceptable,0,0,4,support
different colour delivered,0,0,4,fallback_support
delivery on promised date appreciated,2,2,4,fallback_support
love polite behaviour of delivery agent,2,2,3,behaviour
parcel given to unknown person,1,1,4,fallback_support
document delivered on time will recommend bluedart,2,2,4,fallback_support
need rural delivery improvement,1,1,4,fallback_support
home delivery preference,1,1,4,fallback_support
excellent prompt delivery communication,2,2,4,fallback_support
delivery slow,0,0,0,delay
very happy with delivery partner behaviour,2,2,3,behaviour
prashant always polite and on time,2,2,4,fallback_support
let customer know exact delivery date instead of apologizing later,1,0,0,delay
delivery delayed by almost month,0,0,0,delay
try deliver next day,1,1,4,fallback_support
very bad delivery experience,0,0,4,fallback_support
delivery delayed compared to tracking date,0,0,0,delay
wrong order delivered very bad,0,0,4,fallback_support
excellent delivery behaviour thanks bluedart,1,2,3,behaviour
do not receive parcel,0,0,4,fallback_support
delivery agent did not call before delivery,0,0,3,behaviour
yoyo honey singh,1,1,4,fallback_support
let delivery happen,1,1,4,fallback_support
my icici bank credit card not deliver,0,0,4,fallback_support
delivery very fast,2,2,4,fallback_support
on doorstep,1,1,4,fallback_support
delivery staff very rude and unprofessional language,0,0,3,behaviour
incorrect delivery details,1,1,1,wrong_delivery
account opening process is very fast,2,2,4,fallback_support
minimal call deliver at st floor,1,1,4,support
it is okay overall,1,1,4,fallback_support
deliver product properly,1,1,4,fallback_support
no call from delivery executive,1,1,3,behaviour
receive product in good condition on time quality excellent,2,2,4,fallback_support
very bad delivery,0,0,4,fallback_support
delivery agent number should be shared,1,1,4,fallback_support
partner did not contact me,1,1,3,behaviour
it show out for delivery since last day but in track it show customer refuse a no one come deliver or even contact me for delivery pathetic service,0,0,5,tracking
no regret satisfied,2,2,4,fallback_support
do not receive my parcel,0,0,4,fallback_support
very good delivery service by team,2,2,4,fallback_support
low quality product,0,0,4,fallback_support
excellent delivery service keep it up,2,2,4,fallback_support
late delivery but resolved after contacting customer care,1,0,0,delay
product damaged perfume bottle empty,0,0,2,damage_lost
share delivery time slot,1,1,4,fallback_support
return request raised,1,1,7,refund
service bad overall,1,0,4,fallback_support
nice behaviour by staff,2,2,3,behaviour
thanks for support,2,2,4,support
veery rude staff they call all people pic parcel in office why we go office for pic where delivery partner why he not delivery,0,0,3,behaviour
parcel left with security without informing,1,1,4,fallback_support
delivery boy conversation rude,0,0,3,behaviour
nice service and good delivery person,2,2,4,fallback_support
parcel marked not available without call,0,0,4,support
provide RTO paperwork fast,1,1,4,fallback_support
alternate number otp option required,1,1,4,fallback_support
your delivery lovely,2,2,4,fallback_support
open package delivery suggestion,1,1,4,fallback_support
very rude delivery partner no patience,0,0,3,behaviour
parcel left on doorstep without informing,1,1,4,fallback_support
parcel delivered to wrong location,0,0,1,wrong_delivery
false address remarks never call customer,0,0,4,support
it good service,2,2,4,fallback_support
delivery boy collected money despite prepaid order,0,0,4,fallback_support
delivered after weeks forced pickup,1,1,4,fallback_support
delivery time not met poor service,0,0,4,fallback_support
courier boy behaved unprofessionally refused office delivery,0,0,3,behaviour
effective reliable delivery parcel also well deliver on time too thankyou bhaiya,2,2,4,fallback_support
abusive language very poor service,0,0,4,fallback_support
delivered one day late,1,0,0,delay
Plz make sure ur deliver boy can read d board on houses he cant read an English name on house,1,1,4,fallback_support
online account management improvement suggestion,1,1,4,fallback_support
delivery staff lacks basic manners very poor,0,0,4,fallback_support
received wrong product want correct item,0,0,4,fallback_support
bank commission suggestion,1,1,4,fallback_support
professional service,2,2,4,fallback_support
courier not delivered,0,0,4,fallback_support
delivery one day late,0,0,0,delay
very rude staff,0,0,3,behaviour
delivery related feedback,1,0,0,delay
stitching defect inner pocket torn,0,0,2,damage_lost
delivery boy very polite good service,2,2,4,fallback_support
worst experience ever,1,0,4,fallback_support
Already said in first option in details please check,1,1,4,fallback_support
wm not polite,0,0,3,behaviour
worst service no call forced office pickup,1,0,3,behaviour
didnt receive coruier mark deliver,1,1,4,fallback_support
delivery agent behaviour not satisfactory,0,0,3,behaviour
friendly helpful,2,2,4,fallback_support
fraud ordered flash drive received mobile cover,0,0,4,fallback_support
fake delivery status consignee unavailable,0,0,5,tracking
very bad,0,0,4,fallback_support
delivery experience terrible,0,0,4,fallback_support
delivery staff misbehaved while delivering documents,0,0,3,behaviour
return parcel requested,1,1,7,refund
parcel undelivered,0,0,4,fallback_support
delivery agent drunk and spamming calls,0,0,4,support
no door delivery in some areas please improve,1,1,4,fallback_support
transparent reason for non delivery required,1,1,4,fallback_support
atm card received but google services not working please call,1,1,4,support
parcel not received after long wait,0,0,2,damage_lost
delivery person very polite and professional,2,2,4,fallback_support
delivery agent fake premise closed remark,0,0,4,fallback_support
delivery partner rude and unprofessional strict action required,0,0,3,behaviour
xyz,1,1,4,fallback_support
delivery guy good,2,2,4,fallback_support
colour slightly different but acceptable,1,1,4,fallback_support
Pathetic Delivery person Beeresh entered my society,1,1,4,fallback_support
delivered to wrong name person,1,0,1,wrong_delivery
false customer not available update extremely disappointing,0,0,4,fallback_support
late delivery wrong tracking updates no attempt,0,0,0,delay
parcel not received,0,0,2,damage_lost
smartwatch battery poor,0,0,4,fallback_support
delivery boy very friendly and polite,2,2,4,fallback_support
have to self collect parcel,1,1,4,fallback_support
awesome fast service,2,2,4,fallback_support
plz how return this order,1,1,7,refund
not so good,0,0,4,fallback_support
fraud saaalee,0,0,4,fallback_support
delivery delayed without contact details,0,0,0,delay
timely delivery satisfactory behaviour,2,2,3,behaviour
really appreciate service,2,2,4,fallback_support
delivery boy did not come to deliver parcel and kept updating false status,0,0,4,fallback_support
delivery too much delayed,0,0,0,delay
fast and good delivery service,2,2,4,fallback_support
please take back product havent receive it,1,1,4,fallback_support
need customer helpline number,1,1,4,support
he ask for delevery message dont know why,1,1,4,fallback_support
never received courier only delivery message received,1,1,2,damage_lost
bad delivery experience,0,0,4,fallback_support
please update track id with otp,1,1,5,tracking
live tracking needed,1,1,5,tracking
delivery staff rude elderly harassment,0,0,3,behaviour
box broken,1,1,2,damage_lost
not single delivery agent call on provided delivery number not try deliver home address there simply update a address not find in portal it very frustruting for u locate your courier office go there collect parcel it good we itself start delivery work rather than give high repute company like dhl,1,2,4,support
wrong picture used for delivery proof,0,0,4,fallback_support
Pl Take care and give preference to senior citizen,1,1,4,fallback_support
convenient doorstep delivery,2,2,4,fallback_support
delivery marked completed but delivered to wrong address,0,0,1,wrong_delivery
quick delivery thanks,2,2,4,fallback_support
had to pick order from store not delivered,0,0,4,fallback_support
average experience not good,0,0,4,fallback_support
false delivery report without attempt,0,0,4,fallback_support
hr late delivery,1,0,0,delay
add contact number and prior intimation system,1,1,4,support
delivery person gave missed call asked otp before reaching then disappeared,0,0,4,support
false address updates no calls,0,0,3,behaviour
delivery late by one day,1,0,0,delay
reduce average monthly balance request,1,1,4,fallback_support
no response from delivery office,1,1,4,support
packet opened and damaged,1,0,2,damage_lost
worst delivery agent,0,0,4,fallback_support
deliver correct product,1,1,4,fallback_support
Very bad experience app crashed during VKYC repeatedly,0,0,4,fallback_support
very bad pathetic service,0,0,4,fallback_support
on time courteous delivery staff,2,2,4,fallback_support
good l,1,2,4,fallback_support
size not fit want exchange,1,1,7,refund
no delivery attempt while at home,0,0,4,fallback_support
happy with service,1,2,4,fallback_support
wrong product received fraud website,0,0,4,fallback_support
refused exact delivery location,1,1,4,fallback_support
had to collect parcel from hub far away customer care did not help,0,0,4,support
need call or message before delivery,1,1,4,support
not received any shipment,0,0,2,damage_lost
fake delivery attempt no contact made,0,0,4,support
delivery boy behaved well,2,2,4,fallback_support
delivery far from address poor service,0,0,4,fallback_support
already best service,2,2,4,fallback_support
Overall good experience,2,2,4,fallback_support
unable to deliver item on time,0,0,4,fallback_support
resolve complaints faster,1,1,4,support
good banking service,2,2,4,fallback_support
order not received yet,1,1,2,damage_lost
excellent behaviour and performance,2,2,3,behaviour
good service with good behaviour,2,2,3,behaviour
no delivery attempt false house not found remark,0,0,4,fallback_support
early delivery very happy,2,2,4,fallback_support
want return jeans,1,1,7,refund
delivery never attempted at address,0,0,4,fallback_support
your service excellent thank you,2,2,4,fallback_support
satisfied with delivery,2,2,4,fallback_support
delivery time very late,0,0,0,delay
packaging was not good,0,0,4,fallback_support
need better order tracking details,1,1,5,tracking
very poor delayed delivery,0,0,0,delay
very fast service happy with bluedart,2,2,4,fallback_support
everything good packing and time management excellent,2,2,4,fallback_support
delivery person refused to go to first floor and could not understand address,0,0,4,fallback_support
Very rude and unprofessional delivery person- Ashish Chowdhury.,0,0,3,behaviour
package returned without visiting house marked shifted debit card risk,0,0,7,refund
delivery person polite patient satisfied,2,2,4,fallback_support
item delivered promptly after confirmation,2,2,4,fallback_support
failed delivery had to go depot,0,0,4,fallback_support
not delivered to home address collected from store,1,0,4,fallback_support
thik hai,1,1,4,fallback_support
delivery person asked me to collect parcel otherwise postponed delivery,0,0,0,delay
best agent,2,2,4,fallback_support
please share tentative delivery time in advance,1,1,4,fallback_support
poor service by delivery guy,0,0,4,fallback_support
delivery marked refused without attempt,1,1,4,fallback_support
behaviour of delivery boy not good,0,0,3,behaviour
do not buy product quality poor,0,0,4,fallback_support
amazing hassle free delivery cooperative agent,2,2,4,fallback_support
bad product delivered,0,0,4,fallback_support
parcel delivered to wrong person wrong address,0,0,1,wrong_delivery
very slow delivery service,0,0,4,fallback_support
forced hub pickup despite address availability,0,0,4,fallback_support
my courier delivery do wrong personi didnt receive my courier,0,0,4,fallback_support
please give delivery guy proper phone,1,1,4,fallback_support
wrong item received please return,0,0,7,refund
irrelevant message,1,1,4,fallback_support
your delivery service was very late,0,0,0,delay
product not received fraud without otp,1,1,2,damage_lost
delivery date missed expected earlier delivery,1,1,4,fallback_support
received order near location on time,2,2,4,fallback_support
product quality poor,1,1,4,fallback_support
have go warehouse collect product,1,1,4,fallback_support
recipient verification not done,1,1,4,fallback_support
do not receive my parcel yet,0,0,4,fallback_support
did not receive my order and no call received,0,0,2,damage_lost
excellent delivery service,2,2,4,fallback_support
very happy,2,2,4,fallback_support
delivery boy decent requested advance contact,1,1,4,support
delivery person behaved rudely with housewife,0,0,3,behaviour
parcel not received for a week had to collect from office,0,0,2,damage_lost
good fast service,2,2,4,fallback_support
delivery took extra day,1,1,4,fallback_support
appreciate prompt delivery kind associate,2,2,4,fallback_support
goed wark,1,1,4,fallback_support
my last credit card dilevery very bad,0,0,4,fallback_support
blue dart best service provider,2,2,4,fallback_support
very poor service language and behaviour unacceptable,1,1,3,behaviour
Good service provided,2,2,4,fallback_support
parcel delivered without my knowledge,0,0,4,fallback_support
call at time of delivery requested,1,1,4,support
ok recommend,1,1,4,fallback_support
delivery partner uncooperative,0,0,4,fallback_support
Not satisfied due to customer care service representative not pick the phone,0,0,4,support
provide delivery contact number in sms,1,1,4,support
delivery product different which order,1,1,4,fallback_support
courier marked delivered without delivery unacceptable,0,0,4,fallback_support
box squished inside,1,1,4,fallback_support
product not working charging issue,0,0,4,fallback_support
return requested,1,1,7,refund
no suggestion as of now,1,1,4,fallback_support
delivery should be to mentioned address only,1,1,4,fallback_support
very accurate delivery,1,1,4,fallback_support
duplicate parcel fraud,0,0,4,fallback_support
did not come on scheduled day,1,1,4,fallback_support
not get shipment,1,1,4,fallback_support
delivery agent phone number needed,1,1,4,fallback_support
excellent account opening support,2,2,4,support
tracking info not updated properly,0,0,5,tracking
No,1,1,4,fallback_support
good gesture,2,2,4,fallback_support
delivery partner follows own timing,1,1,4,fallback_support
good support by team,2,2,4,support
delivery person very rude unacceptable,0,0,3,behaviour
do not deliver me,0,0,4,fallback_support
out for delivery status only,1,1,4,fallback_support
rude behaviour reported,0,0,3,behaviour
delivery delay noted,1,0,0,delay
very nice service experience,2,2,4,fallback_support
good behaviour by staff,2,2,3,behaviour
delayed delivery had to visit location,1,0,0,delay
reliability generally good,1,2,4,fallback_support
not setisfied,1,1,4,fallback_support
staff need maturity in customer handling,1,1,4,fallback_support
fraudulent parcel attempt reported,0,0,4,fallback_support
delivery agent called to locate address,1,1,4,support
great job by santosh,2,2,4,fallback_support
good service arrive early safe first attempt deliver even if call not get connect delevery person contact through whatsapp call,2,2,4,support
service really good,2,2,4,fallback_support
location awareness needed,1,1,4,fallback_support
delivery person toorude not ready give parcel on my behalf,0,0,3,behaviour
excellent service bank staff,2,2,4,fallback_support
delivered on correct time,2,2,4,fallback_support
delivery agent rude behaviour on cod order,0,0,3,behaviour
smooth nre account opening experience appreciated,2,2,4,fallback_support
because my watch mush scratch,0,0,4,fallback_support
delivery not done no call received,0,0,3,behaviour
thank you for delivery,2,2,4,fallback_support
delivered on expected date,1,1,4,fallback_support
uncoloured old looking product,0,0,4,fallback_support
delivery person good polite service,2,2,4,fallback_support
not delivered to me,1,0,4,fallback_support
delivery denied home address,0,0,4,fallback_support
havent receive any thing till now,0,0,4,fallback_support
not delivered had to pick up,0,0,4,fallback_support
timely systematic delivery,2,2,4,fallback_support
package tampered and torn delivery person refused to take responsibility,0,0,2,damage_lost
exchange requested return order,1,1,7,refund
fraud service cheated me,0,0,4,fallback_support
worst delivery service,0,0,4,fallback_support
need return,1,1,7,refund
delivery failed last day no response,0,0,0,delay
thank you,2,2,4,fallback_support
service centre behaviour not satisfactory,0,0,3,behaviour
manoj pal,1,1,4,fallback_support
consignment not yet deliver but status delivered,1,1,5,tracking
name of delivered person incorrect unprofessional,0,0,3,behaviour
delivery awesome recommend others,2,2,4,fallback_support
parcel reached on time,2,2,4,fallback_support
delivery delayed followup needed,1,0,0,delay
received wrong product instead of ordered item,0,0,4,fallback_support
worst service did not respond to calls delivered to someone else address,0,0,4,support
staff rude communication complaint,1,0,3,behaviour
delivery system should include call feature,1,1,4,support
do not receive parcel please check my parcel,0,0,4,fallback_support
Employees are polite,1,1,4,fallback_support
prior call before delivery requested,1,1,4,support
glass case missing,0,0,4,fallback_support
fake product vermi compost received instead of herbicide,1,1,4,fallback_support
self recived parcel,1,1,4,fallback_support
service not good,0,0,4,fallback_support
delivery boy commented about future visits,1,1,4,fallback_support
very nice nature best behaviour verryverrygood parsan,2,2,3,behaviour
delivery staff left parcel with security without calling,0,0,4,support
delivery boy did not call second attempt but delivery fast,2,2,3,behaviour
item not delivered yet,1,0,0,delay
jewellery missing in product,1,0,4,fallback_support
parcel delivered to wrong location and not received,0,0,2,damage_lost
very poor service local dealer delayed delivery excessively,0,0,0,delay
loan amount extra finance query,1,1,4,support
he do not deliver parcel mehe take my otp tell me that give you but run away from there without handle parcel,1,1,4,fallback_support
