text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
bank of india account is good and im using it for the past months i have to maintain minimum balance of rs their online banking facility is fast to access when i visited their branch the response is excellent they are not deducting any kind of hidden charges,banking,2,2,1,1,5,0
i have been utilizing sbi savings account since years i need to maintain a minimum balance of rs i have activated the net banking and mobile app there is no additional charges for the atm withdrawals long back i visited the branch and the service was good,banking,2,2,7,1,4,0
i am using indusind bank salary account for the past years i am using net banking service it is only used for money transfer even i can track transaction details through this service there was no fraudulent transaction happened so far if i contact customer service for any assistance they are taking the responsibility and giving good response,banking,2,1,12,0,2,3
even if i withdraw from other atm on a multiple times rbl doesnt charge any amount my friend told me that rbl savings account is good last month i have maintained the minimum balance of rs then they told me to keep only rs i can withdraw upto rs in a day from the atm the process was delayed for verification to provide the debit card,banking,1,0,7,0,1,2
earlier it was my salary account from sbi after that i have converted into savings account they are deducting money unnecessarily from my account for not maintaining the minimum balance there is no proper customer care service and many times im receiving a fake calls by asking the account number and otp so im not using this account much,banking,0,1,8,0,1,3
from my company they have provided me a salary account in last august with hdfc bank its a zero balance maintenance account their mobile banking facility is good and easy to activate i called the customer care service and their response is very good i have done lots of transaction from this account whenever i called them they guide me in a proper way,banking,2,2,8,1,4,0
months ago i have taken the savings account from dbs bank my friend has recommended me about this bank since its an international bank and i can access the account everywhere there is no charges for other atm withdrawals im maintaining a minimum balance of rs i do use their internet banking facility and its good to deal,banking,2,2,7,1,4,0
my friend has recommended me to open the salary account with karur vysya bank im maintaining a minimum balance of rs i have not experienced net banking but their net banking facility is easy to use on a rarely basis i used to visit their branch and the response is nice,banking,2,2,8,1,4,0
years before i have opened the salary account from hdfc it is a zero balance account i didnt called the customer care service but they do have a separate mail service hence i have used it if i use the net banking facility there is a option called to mail box through that i used to communicate with them regarding my queries whatever they are promised time like hours before that i get a genuine response and if i need any further assistance they will call me if i mentioned in the mail,banking,2,6,8,1,4,0
i have federal bank account for the last years i have both salary and saving account i am satisfied with the customer service and responsivenesstheir online service like internet banking is easy to use and it is very fast also overall doing good,banking,2,2,5,2,6,0
i use my salary account with hdfc for almost years there is no need to maintain any minimum balance their net banking facility is very good and mobile app is better i visited their branch and the response was prompt they are not deducing any hidden charges i can withdraw upto rs in a day,banking,2,2,3,2,6,0
i have been holding a saving account with sbi i need to maintain a minimum balance of k if not charges are applicable there is some hidden charges are available on monthly basis of rupees net banking service is good i am not aware about atm charges,banking,1,3,7,1,4,0
i will not recommend sbi account to anyone because im not satisfied with their banking services first of all the employers are providing late services to the customer i have opened the account years before with the help of my father since im not aware of the banking system im maintaining a minimum balance of rs i dont get the sufficient money from the atm and the behavior of the employee needs to be changed,banking,0,1,7,0,6,3
i am holding a salary account with hdfc bank for more than years there is no hidden charges in this bank it is a zero balance account i am using net banking and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions atms and branches are near to reach them directly,banking,2,3,7,1,4,0
i use my salary account with hdfc for more than year their net banking facility is good to use i have visited my home branch and the response was really good its a salary account so no minimum balance required but im maintaining a minimum balance of rs their mobile app is convenient to access in all the places,banking,2,2,3,2,6,0
i have opened a saving account with city union bank on years before there is no need to maintain a minimum balance but service charges are applicable of up to rupees on monthly basis atm and branches services are good each and every transaction is safe and secured,banking,1,3,7,1,4,0
i am holding salary account with canara bank for more than years there is some hidden charges are avail no need to maintain a minimum balance on this account i use to get alert message on time from bank for each transaction there are service charge are applicable on monthly basis of rupees which is high,banking,1,3,3,1,4,1
i am holding a salary account with hdfc bank for more than year there is no hidden charges in this bank it is a minimum balance account i am not using mobile app yet i use to get an alert messages from bank whenever i do a transactions atms and branches are near to reach them directly,banking,2,3,7,1,4,0
i am holding saving account with bank of india for past years previous it was salary account now changed to savings need to maintain a minimum of rupees sms charges are applicable of up to rupees on quarterly basis atm charges are applicable if i use the debit card for more than times in a month,banking,1,3,7,1,4,0
i am using hdfc bank saving account for almost years i have not faced any issues till now since i have a salary account so no need to maintain its a zero balance account there wont be any hidden charges customer service and responsiveness are good,banking,2,1,1,0,4,0
i have been holding a saving account with sbi for more than years it is a zero balance account there is some hidden charges are applicable i am not using mobile app and net banking yet atm charges are applicable if i use more than times in a month i would suggest to reduce charges for this account,banking,1,3,7,1,4,0
customer will get all kind of offers through messages from hdfc bank i can activate all the facilities through mobile app and online banking they wont allow the customer to go other bank interest rate is less for an existing customer when i compared to other banks i have not faced any issue as of now,banking,2,1,3,0,4,0
i have hdfc bank salary account which i am using for the past years i am using net banking service as well as mobile banking service both are used for credit card bill payment and money transfer there was no fraudulent transaction happend so far each transaction is safe and secure and if contact customer service for any assistance will get proper acknowledgement,banking,2,1,12,0,2,3
i have been holding a saving account with kotak bank for more than a year i have to maintain a minimum balance of k in this account their service is good but there is no much atms near my place it is user friendly to access i use to get an alert message on time from their end,banking,2,2,7,1,4,0
i have been holding a saving account with sbi for more than years no need to maintain a minimum balance for this account and no hidden charges as well atm and branches services are good i am using mobile app and net banking both are user friendly to access,banking,2,2,7,1,4,0
i have opened a salary account from axis bank on years before it is zero balance account and there is some hidden charges are applicable for transaction purpose and it was high in this bank i use to get offer message from bank end atm and branches are far to reach them directly,banking,1,3,7,1,4,0
opened my salary account with hdfc bank and i have been using this account since they are not taking any hidden charges its good to use the internet banking and mobile app facility there is no need of maintaining any minimum balance in the branch response was good,banking,2,2,3,2,6,0
earlier it was my salary account from punjab national bank and now i have converted into savings account and the service is good since i hold the account for more than years its quite convenient to use the internet banking facility response in the branch was really good,banking,2,2,9,2,6,0
above years i have been utilizing the benefits from sbi salary account in this account i need to maintain a minimum balance of rs i am not activated the net banking facility and mobile app there is no additional charges for the atm withdrawals very long back i visited their branch and the response was very good,banking,2,2,7,1,4,0
i opened the savings account from state bank of india and its been years in sbi i need to maintain a minimum balance amount im not using this account much because if i withdraw the money of minimum balance they are charging some amount sbi banking services are average because their rules and regulations are not familiar with the new generation customer,banking,1,5,8,1,4,0
from previous company they have provided me a salary account from canara bank and i hold this account for almost years its a zero balance maintenance account and the benefits are compared to other bank its less they are charging me a additional charges of rs for sms alerts applying the cheque book there is no free service request from canara bank,banking,1,3,3,1,4,1
from kotak mahindra bank i have been using the salary account for years they are giving good services to the customer in terms of any services and charges as i observed kotak is the first bank which gives higher interest rates based on the transaction in the savings account they are giving more than interest,banking,2,2,1,1,6,0
i get buy get movie tickets offer in my citi debit card the minimum balance have to maintain is lakh i can convert into zero balance account giving the request to bank without any charges but there is a condition like i can use it for only one transaction if it exceeds transaction in a month then automatically changed to normal account the penalty charges are very less so i am holding this account for past years,banking,1,3,7,1,4,0
i have a salary account with hdfc bank and they have provided me an option for zero balance family account where i can add members under my id initially need to pay rs after the process i can withdraw the amount if my salary account becomes dormant then family members account type will be changed to normal with a minimum balance maintenance,banking,2,3,8,1,4,0
dcb bank is just a chitfund not a bank without any concern takes away the money from sb account need to complain for the same times then they again pay back the amount after months without any interestnever do any business with this bank,banking,0,1,13,1,4,0
i have karuyr vysya bank saving account which i am using for the past years my salary will be credited to this account i will be getting message alert as well as email for all transactions if i contact customer service for any assistance will be getting good acknowledgement,banking,2,2,2,1,4,0
using my hdfc saving account for almost years i have not faced any issues till now its a zero balance account there wont be any hidden charges i never get charged for any other atm withdrawal i have visited hdfc branch till now service is good i called their customer care and the response is so good,banking,2,1,7,0,4,0
i have punjab national bank salary account for the past yearsi am using net banking service as well as mobile banking servicei am using this service for money transfer recharge and for credit card bill payment i am satisfied with the banking serviceeach transaction is very safe and secured always,banking,2,2,2,1,6,0
i am holding a salary account with indian overseas bank for more than years there is no any hidden charges in this bank it is a zero balance account i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions,banking,2,3,3,2,6,0
i have been holding a saving account with axis bank for more than years need to maintain a minimum balance of k sometime hidden charges are applicable yearly once they use to charge atm charges are applicable if i used for more than times in a month,banking,1,3,7,1,4,0
i have sbi saving account which i am using for the past years i will be getting message alert for all transactions customer service is also average and each transaction is safe and secure banking service is also average and not undergone any difficulties on using this account,banking,1,5,13,1,4,0
i have federal bank saving account recently i am only using their net banking service on this account if have any query i will reach to contact customer service and getting good response each and every transaction is safe and secure everything is good on this bank account so far,banking,2,2,13,1,4,0
from axis bank i am holding my salary account and its a zero balance account they havent deducted any kind of hidden charges i can withdraw upto rs in a day from the atm response in the branch was really good when i contacted the customer care the response is good and its easy to connect with them,banking,2,2,7,1,4,0
i am using canara bank salary account and will be getting only message alert for my transaction customer service is also good and getting good response i have not faced any fraudulent transaction so far and am getting prompt reply from customer support whenever i reach them for queries,banking,2,1,12,0,2,3
my salary account is with state bank of india and i have opened it years back in the year of its a zero balance account its good to use the internet banking facility and mobile app at the time of opening the account i have visited the branch and the response was fine they took almost week to provide the cheque book debit card net banking facility,banking,2,2,7,1,4,0
bharath cooperative savings account is a very good bank because whenever i visit their branch for any clarifications they will rectify clearly and they confirm that whether customer understand the answer they are giving a interest rate every three months once based on the quarterly balance maintenance i wont withdraw the money from other bank atm hence im not aware of those charges,banking,2,2,7,1,4,0
in my native place atm and branch is available so that i have chosen vijaya bank as my savings account when i keep the balance of some amount in this account monthly they are giving some interest rate staffs are giving good response in the branch no hidden charges will be deducted on this account,banking,2,2,7,1,4,0
earlier i was opened my state bank of india as an savings account after that i have converted into salary account monthly i am maintaining a some balance of rs even though the required amount is rs i have been using this account for just year its good to use their internet banking facility i can find atms in all the places,banking,2,2,7,1,4,0
its been more than years since i have a salary account with hdfc i do visit the hdfc branch so many times and the response was good its quite comfortable to use their net banking facility they are not deducting any kind of hidden charges,banking,2,2,1,1,4,0
days before in my new company they have provided me a salary account with indusind bank i have not used this account that much its a zero balance account online banking facility is bit low compared to others when i have given request for cheque book its getting closed automatically mobile app is not easy to access and its getting buffer for a long time,banking,1,3,3,1,1,2
year ago my company has provided me a salary account from hdfc bank its a hassle free account to use its a zero balance account hdfc net banking and mobile app is superb i have not visited their branch till now and never interacted with their call centre people till now,banking,2,6,3,2,6,0
sbi is providing a good service i have been holding a saving account for more than a year need to maintain a minimum balance of k if i go to any place in karnataka i could find many atms i use to get alert message on time from bank end for each transaction,banking,2,2,7,1,6,0
i am holding a salary account with axis bank for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions each transaction is secured,banking,2,3,3,2,6,0
i have opened a saving account for a personal use with kotak mahindra bank and i am using it for more than one year need to maintain a minimum balance of k charges are high am not doing much transaction in this account and keep on getting update from bank end to do some transaction there is no hidden charges,banking,1,3,1,1,4,0
i have state bank of india salary account which i am using for the past years onlythere will be message alert for all transactionseach and every transaction is safe and secure if have any query and try to contact customer service will be getting good response there was no fraudulent transaction undergone so far,banking,2,1,12,0,2,3
i am holding saving account with canara bank for more than years in my city there are many atms are avail so far they have not charged any amount it is zero balance account there is some hidden charges so on yearly basis amount was deducted of rupees,banking,1,1,7,0,4,0
around i have opened the savings account from state bank of india and not had any savings account till then since the branch was near to my home i have selected this bank there is no need of maintaining any minimum balance im comfortable in using their internet banking facility i went to their branch and the staff response was fine while opening this account,banking,2,6,8,1,4,0
using my hdfc salary account for almost years i have not faced any issues till now its a zero balance account there wont be any hidden charges since i will do an online transactions a lot i never get charged for any other atm withdrawal i have not visited hdfc branch till now i called their customer care and the response is so good,banking,2,1,7,0,4,0
i have savings account from state bank of india the branch is located nearby my home so that i have chosen them im not maintaining any balance in this account since im not using this account much i have not tried their online banking and mobile app branch response in sbi is average and the staffs are not that much helpful because they are taking too much time,banking,1,5,3,2,4,1
years ago i have selected punjab national bank for my savings account without any specific reason its a zero balance account i was using the internet banking and mobile app but nowadays im not doing much transaction from this account i never visited their branch till now,banking,1,5,3,1,4,1
i have opened salary account in the year of from bank of india to open this account their sales executive came to my office and he immediately provided me cheque book and debit card whenever i contacted the customer care for general enquiry and complaints they have server issue to check the details most of the times,banking,1,1,7,0,4,0
i have been holding saving account with federal bank for more than years i need to maintain a minimum balance of k and even there is no charges for nonmaintenance each and every transaction is safe and secured their service is fine mobile app and net banking services are good,banking,2,2,3,2,4,0
i have a salary account with dena bank for past years minimum balance should be rs if i use other bank atms for cash withdrawal it is chargeable their atms are not sufficient only one is available near my office the bank executive response is good and i have not faced any issue till now,banking,1,1,7,0,4,0
i am holding a salary account with hdfc bank for more than year where i need to maintain a minimum balance there is no any hidden charges internet banking and mobile app is not user friendly to access i use to get alert message on time from bank for each transaction,banking,1,3,3,1,4,1
i am holding a salary account with hdfc bank for more than years their service is not good in response i have been holding account for more than and half years it is a zero balance account i am using mobile app and net banking both are user friendly to access atm charges are applicable if its more than times need to pay rupees,banking,1,3,7,1,4,0
if i asked for any request they are responding properly from indusind bank opened my salary account years before i need to maintain a minimum balance of rs i have not faced any issue on their internet banking facility i went to their branch once to get the bank statement and they have given me a prompt response,banking,2,1,8,0,4,0
i have opened a salary account with axis bank just months before no need a maintain a minimum balance account and there is no any additional charges for this account each and every transaction is safe and secured mobile app and net banking both are user friendly to access some time atm charges are applicable,banking,2,3,7,1,4,0
years back i took the savings account from canara bank it was a simple system of communication and the service is simple they are always organized with the customer i need to hold a balance amount of rs i have visited their branch on a regular basis and the response was very nice,banking,2,2,9,2,4,0
years ago i opened the salary account from central bank of india my organization has a tie up with this bank i went to their branch to take this account i need to maintain a minimum balance of rs there is no hidden charges as per rbi rules they are deducting charges for the other things,banking,1,3,1,1,4,0
hdfc banking service is average there is a digitalization but not fully there is a communication with the customer their customer service needs to improve a lot actually im in village so nearby my place hdfc branch was available so that i have selected this account i am maintaining a minimum balance of rs since its a rural area account their infrastructure is like a government bank in most of the branches water facility is not available and the floors are not properly maintained they should maintain clean and hygiene,banking,0,1,8,1,4,0
my salary account was opened from state bank of india there was no proper customer care service in sbi if i want to call the call centre number or in the branch there will be a lack in customer service actually they are not giving proper response because they dont want to interact with the customer much right now im using the net banking facility hence im transferring the money to other bank account and im not using this account that much in every branch the staffs are behaving very rude with the customer which they need to improve,banking,0,1,6,0,0,2
years ago i have selected axis bank for my salary account since my company offered me their sales executive came to my office to open this account its a zero balance account their net banking facility is really good many times i have interacted with the customer care service regarding many reasons the response was very good all the time they have an offer many times in online banking and the executive visit to my office on a regular basis to show off of their new products it would be fine if they improve the transaction timings,banking,2,2,8,1,4,0
am holding the salary account from axis bank which am using it for almost years there is no benefits available on this account its a zero balance their net banking facility is really good when i visited their branch the response is also good they are not providing any offer for debit card purchase but transaction reflects immediately on the app in axis bank they are charging some consolidated charges,banking,1,3,7,1,4,0
in the year of i had salary account from hdfc and i have made the transaction with the account for year after that i have not used it because i left the job from the company and started new business it was a zero balance account their online banking facility was really good,banking,2,2,8,1,4,0
i have a savings account from punjab and maharastra bank suddenly they have sent me message in mid night stating that my service is going to be barred from the next day because the bank directors made some fraudulent activity in that i had a balance of more than rs lakhs and im unable to withdraw the same now they have stated that they will give money but it will take some time rbi also already assured that i get a money back because of this issue i suffered a lot,banking,0,1,12,0,2,3
i have state bank of india salary account for the past years i am using net banking service for mostly for credit cards bill payment and for money transfer rarely customer service is not upto the mark and there was no drawbacks faced on using this account,banking,1,5,2,1,4,0
opened my savings account from andhra bank and i have chosen this account year ago its because of the gold loan purpose staff response was really quick they took day to provide the debit card and cheque book because i got it from their bank itself i need to hold a minimum amount of rs the branch has normal crowd and the staffs are attending the customer very fast overall its nice,banking,2,2,2,1,4,0
sbi is a good bank for opening a savings account i use this account for almost years their sales executive came to my place to open this account i am maintaining a minimum balance of rs i have not experienced of their mobile app but their online user interface is fine they are not deducting any hidden charges,banking,2,2,3,2,4,0
last years ago i have opened the salary account with hdfc and the service is really good their net banking facility is really good and im not using any mobile app they have not deducted me any hidden charges there is no charges for the fund transfer facility,banking,2,2,3,2,6,0
i have bank of india saving account for the past years there will be message alert for each transaction is done frequently i have not faced any drawbacks so far there was no fraudulent transaction happened so far if contact customer service will get immediate response,banking,2,1,12,0,2,3
i am using axis bank salary account for the past years i am using net banking service as well as mobile banking service both are very user friendly and these service is easy to operate for money transfer and also for utility bill payment customer service is also pretty good,banking,2,2,13,1,4,0
canara is a government undertaken bank so that i have opted the savings account with them i went to the branch to opened this account and the response was better because i havent got any help from the staffs opened this account years before i use the internet banking and mobile app facility as well,banking,1,5,3,1,4,1
vijaya bank sales executive came to my office to open the salary account for me they have provided me a debit after month only there is no charges for the atm withdrawals there is no need of maintaining any minimum balance i can find the atms in all the places and the debit card is more secure to use,banking,2,3,7,1,4,0
i am holding a savings account axis bank for more than years there is some hidden charges and on quarterly basis use to pay amount of rs i need to maintain a minimum balance of rupees if not charges are high i am using net banking and it is user friendly to access,banking,0,1,1,0,1,3
i am having a salary account with bank of india for the past years need to maintain a minimum balance of rupees if not maintain charges are applicable which is nominal there is some hidden charges are avail on quarterly basis of rupees i am using net banking and atm charges are applicable,banking,1,3,7,1,4,0
year before took the savings account from axis bank it was deposit account its because of the credit card purpose chosen this bank i need to maintain a minimum balance of rs if im not maintaining the same they will charge upto rs every month i am not using the online banking but mobile app is easy to use there is an extra charges for the fund transfer,banking,0,1,2,1,4,0
i have a savings account from sbi and my salary is getting credited into the same account now i opened the account years before since the branch is nearby my home the service is good in their branch its a zero balance account i can withdraw upto rs from the atm per day,banking,2,2,2,1,4,0
i am doing all my transaction through this federal bank its been years salary come savings account there is requirement to maintain a minimum balance but after changing salary account no need to maintain minimum balance customer service and response was okay,banking,1,5,8,1,4,0
i am holding savings account with indusind for more than years i am using net banking and it is user friendly to access i use to get offers message from bank end need to maintain a minimum balance of rs lakhs customer service and responsiveness was good,banking,2,2,8,1,4,0
syndicate bank service is not good because their service is very slow if i go to the bank to withdraw the cash it will take almost hour in my native branch is located nearby so that i have chosen this bank i need to maintain a minimum balance of rs i have not activated the internet banking and mobile app,banking,0,1,3,2,4,0
i have been using the karur vysya bank salary account since i am maintaining a minimum balance of rs i am using their net banking facility and its comfortable to use but i have not tried their mobile app response is good in their branch and the staffs are very kind and helpful,banking,2,2,3,2,6,0
even though im a corporate account holder with hdfc bank there is no use because i didnt get any single benefits from this bank even though im associated with the bank from still the account is active but i am not doing any transactions whenever i call to the customer care the response is not good from the executive,banking,0,1,11,1,4,0
by the end of i have opened the salary account with axis bank its easy to opened the account since i have completed everything through online i applied the cheque book separately and there is no charges for that and they have sent me a debit card in days its a zero balance account their internet banking and mobile app is really good,banking,2,2,7,1,4,0
i am not happy with the services provided by state bank of india because they are charging me a lots of hidden charges that i dont like due to this i have closed the account years ago i was holding the account for years and previously it was a student account when i opened it after that it has converted into normal savings account with the minimum balance amount of rs,banking,0,1,3,2,5,0
i am holding a saving account with sbi for more than years there is no hidden charges in this bank it is a zero balance account i am using net banking and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions atms and branches are far away to reach them directly no atm charges are avail,banking,2,3,7,1,4,0
i am holding a salary account with kotak bank for the past months since it is salary account no need to maintain a minimum balance accountatm and branches are far away to reach them i am using only net banking and it is user friendly to access if i use this card for shopping i use to get some vouchers,banking,2,6,7,1,4,0
i have opened a saving account with axis bank on years before so i need to maintain a minimum balance amount of k there is no any hidden charges atm and branches are near to reach them directly i am using mobile app and net banking both are user friendly,banking,2,3,7,1,4,0
i am holding a salary account with axis bank for more than years no need to maintain a minimum balance account and there is no any hidden charges i am using mobile app and net banking both are user friendly to access so far i have not faced any atm charges,banking,2,3,7,1,4,0
chosen my savings account from kotak mahindra bank because there is no charges for maintaining the account they have not charged me anything yet i have done only less number of transaction from this account usually i used to withdraw the money kotak was my earlier company salary account which i left now,banking,2,1,1,0,4,0
almost an year i am holding the salary account from citi bank and im not aware of the debit card offers since i dont face any issue there is no requirement of contacting the customer care its a zero fee maintenance account i never visited the branch we have an atm machine in our building but outside atms are not available that much,banking,1,1,7,0,4,0
in canara bank hidden charges are there and their net banking is always slow because the server wont work most of the times they are deducting some amount for transactions its been more than years with this savings account when i opened the account this is the only bank who offered zero balance maintenance so that i have selected this bank its easy to understand the mobile app but user interface is very slow,banking,0,1,3,1,4,0
in hdfc bank they are providing so many benefits regarding the salary account like personal loan two wheeler loan their net banking facility is so fast when i compared to other bank mobile app also working fine they are not deducting any kind of hidden charges and they are not giving any offers for debit cards for past years i have been using this account,banking,2,3,2,1,4,0
i am not doing all my transactions through bank of india its been years with this savings account there is no requirement for minimum balance also hold a visa debit card and there is no annual charges this is a domestic debit card which i can use only in india,banking,1,3,7,1,4,0
i am holding a saving account with sbi for more than years need to maintain a minimum balance of k there is some hidden charges which is high when compare to other bank i am yet to use their mobile app i use to get an alert message on time whenever i do a transaction atm charges are applicable if i do a transaction more than times in a month,banking,0,0,7,0,1,3
axis bank is doing a good service i have been holding a saving account for years first my branch was at veppery there i need to maintain a minimum balance of k which was high due to this reason i have changed my branch to nearby place with a minimum balance of rupees which am okay their net banking is user friendly to access there is some consolidated charges plus gst,banking,1,3,1,1,6,0
i have opened the savings account from state bank of mysore on years ago when i was transferring the money to other account its not getting transferred to the concern person hence net banking got locked bank people were responded very nicely its because of the non usage the account got automatically blocked,banking,1,1,13,1,4,0
i am holding a salary account with andhra bank for past years need to maintain a minimum balance of k there is no hidden charges in this account i am using net banking and mobile app both are user friendly to access there is atm charges are applicable if i do transactions more than times in a month,banking,1,3,7,1,4,0
i am holding a saving account with union bank of india it is a minimum balance to maintain of rupees there is no any charges are applicable i am using mobile app and net banking both are user friendly to access atm charges are applicable of rupees if i use more than times in a month,banking,1,3,7,1,4,0
my friend has suggested me to open a savings account from kotak mahindra bank i need to maintain a minimum balance of rs i went to the bank to open this account and they have provided me a debit card immediately bank account is safe and secure,banking,2,6,7,1,4,0
i am holding salary account with sbi more than years it is a zero balance account i never had any hidden charges i use to get alert message on time from this bank regarding transaction mobile app and net banking both are user friendly to access atm charges are applicable,banking,2,3,7,1,4,0
opened my savings account from state bank of india and i have been using this account for more than years they have more number of atms available all over the city and its a good nationalized bank so that i have chosen this bank its easy to deposit the cash through their machines when other bank does not have this many cash deposit machines,banking,2,2,7,1,4,0
its been more than years since i hold the salary account from hdfc they are not deducting any kind of hidden charges there is no additional charges for imps and rtgs charges but they will charge according mentioned on their website the website is easy to access its a zero balance account to use i usually dont call the customer care people,banking,2,3,1,1,4,0
i am holding a salary account with axis bank more than years no need to maintain a minimum balance amount i have not received any alert message yet whenever i do a transaction their service is good each and every transaction is safe and secured,banking,1,1,8,0,4,0
i am using karur vysya savings account for the past yearstheir net banking service as well as mobile banking services are very much comfortable and it is used for money transfer onlythere was no difficulties faced so far on using this account this service was quite average according to me and it is a zero balance account,banking,1,5,8,1,4,0
i am using savings account with kotak which have opened before month and their branch is available near to my home hence i have chosen this bank i am not using online service mobile application in this bank it is a zero balance account which am happy,banking,2,2,3,2,5,0
i am holding salary account with hdfc bank for more than years it is a zero balance account with no hidden charges i use to get alert message on time whenever i do a transaction atm is near but branches are far of km away from my place atm charges are applicable if i do a transaction more than times in a month i use to get offers messages from bank,banking,2,3,7,1,4,0
hdfc banking service is excellent its a zero balance account i have used the savings account for more than years when i moved to different city i closed this account their user interface is very nice the bank transaction and online banking everything was smooth they are treating the customer very nicely when i am going to the branch they are giving a proper information,banking,2,2,8,1,5,0
in karnataka bank the service is good because whenever im calling the manager he used to give a proper information if they didnt pick the call also they will give call back to the customer sometimes i face a issue while transferring the money like server issue the branch is very near to my home if i got any problem i directly go to the branch,banking,2,1,9,0,4,0
i have axis bank saving account for the past to years i am using net banking service as well as mobile banking service both are used for money transfer and also to track the transaction details if contact customer service for any query will get quick response and i am comfortable with banking service,banking,2,3,13,1,4,0
i need to get the token for investing the money in sbi and the staffs are very low in working if i deposit the money through their machine they are charging rs for every deposit even though its a central government based bank they need to improve the services in the branch the staffs are arrogant due to this im not visiting the branch nowadays i asked them to opened the zero balance account but they asked me to maintain rs from this account,banking,0,1,8,1,4,0
i opened my savings account from kotak mahindra bank earlier i faced lots of problem to get the atm card they said i can use the virtual debit card facility for providing the physical debit card they have asked me some service charges like rs they have given me a offer like if i open the account and hold the balance of rs they will provide the credit card,banking,0,1,2,0,1,3
hdfc service is good and the branch is located nearby and if i visited the branch for any kind of issue they will rectify immediately the process is very fast they are not taking any charges for any deposits i opened the account in the year of but i was doing transaction from the year of it was a zero balance account,banking,2,1,1,0,4,0
i have state bank of india salary account for the past years there are message alert for each transaction service is very good and not yet contacted customer service so farbanking service is also good and there was no difficulties faced so far i am satisfied with the overall service,banking,2,2,5,2,6,0
from the time sbi was offering a zero balance account so i have opened this account there is no need of maintaining any minimum balance i never faced any problem from this bank i have visited their branch in my home town and the response also good but the waiting time is high which can be improved,banking,2,0,8,0,4,0
i have hdfc saving account for the past years i am using net banking service as well as mobile banking service both are used for money transfer and user friendly customer service is also very good and if need to track any transaction can be taken though online this is a salary comes salary savings account no need to maintain minimum balance,banking,2,2,8,1,4,0
sbi is charging for card maintenance and sms i dont get any benefits from sbi and it is not a zero balance am maintaining rs k in branch employees are responding very good last time i went to their branch to apply the debit card manually which can be done online in case of ppf and savings only i use to call customer service,banking,1,3,7,1,4,0
i am holding a savings account with karur vysya bank for more than years there is no hidden charges in this bank need to maintain a minimum balance of k i am using mobile app and net banking both are user friendly to access atms and branches are bit far away from my place,banking,1,3,7,1,4,0
i am having a saving account with sbi for more than years this was my first account so i agreed to maintain a minimum balance of k but now it is complicated because if i not maintain the amount on monthly basis charges are applicable and it is high there is no any hidden charges,banking,1,3,3,1,4,1
i am holding a saving account with indian overseas bank for more than years there is no hidden charges it is a minimum balance account to maintain of rupees i am using mobile app and net banking both are user friendly to access it is useful for money transfer and secure for each transaction,banking,2,3,3,2,6,0
for the past years i am holding a saving account with city union bank their service is good it is a zero balance account mobile app and net banking services are good atm charges are applicable if i done a transaction more than times in a month,banking,2,2,7,1,4,0
i dont get any benefits from sbi but this is a zero balance maintenance account in branch no employees are not responding properly last time i went to their branch to apply the debit card manually even though less number of customers in the bank they took hours to provide the debit card whenever i call the call centre people not giving prompt response,banking,0,1,7,1,4,0
kotak mahindra bank service is good and the bank was located near to my native place so that i have chosen them and i already recommend this bank to some of my friends i need to maintain a minimum balance of rs but they are not taken any hidden charges as of now i went to the branch directly to open the account and they have completed the process very fast,banking,2,2,1,1,4,0
last year i have my salary account from digi and its a basic account hence i dont get any benefits from this account there is no minimum balance required internet banking facility is really good branch response was good but only one branch is available in the entire city,banking,1,5,8,1,4,0
i am holding a joint savings account with idbi bank i have been using more than years it is a zero balance account there are some charges applicable of monthly rupees if i do a transaction of to k only i get alert message from bank end,banking,1,3,3,1,4,1
i am holding a salary account with hdfc bank for more than months there is no hidden charges in this bank and no need to maintain a minimum balance account i am not using mobile app yet i use to get an alert messages from bank whenever i do a transactions their service is good,banking,2,2,3,2,6,0
i have hdfc bank saving account for more than years only i am using net banking service as well as mobile banking service both are used for money transfer and credit card bill payment according to me both the service was quite user friendly each transaction will be safe and secure always,banking,2,6,2,1,4,0
